COM_CODE3,Company HMRC Ref,Month
950710000,11,2016-02-01
961210100,23,2016-02-01
902221000,9,2016-02-01
846610200,42,2016-02-01
540761100,3,2016-02-01
842839900,18,2016-02-01
870310110,9,2016-02-01
392330900,22,2016-02-01
843490000,12,2016-02-01
853210000,7,2016-02-01
620333900,22,2016-02-01
846691200,6,2016-02-01
846693700,68,2016-02-01
611510900,15,2016-02-01
250810000,8,2016-02-01
392010250,15,2016-02-01
392010280,11,2016-02-01
392062120,5,2016-02-01
392062900,8,2016-02-01
480439510,3,2016-02-01
481160000,4,2016-02-01
481890900,21,2016-02-01
560313100,8,2016-02-01
853390000,17,2016-02-01
370297100,3,2016-02-01
441520200,9,2016-02-01
480540000,9,2016-02-01
520839000,11,2016-02-01
551693000,6,2016-02-01
230910110,18,2016-02-01
821192000,15,2016-02-01
903190300,5,2016-02-01
621030000,3,2016-02-01
854231100,74,2016-02-01
854232100,12,2016-02-01
294190000,14,2016-02-01
611522000,5,2016-02-01
611529000,5,2016-02-01
611596990,15,2016-02-01
611599000,10,2016-02-01
320649100,7,2016-02-01
284329000,6,2016-02-01
850610180,12,2016-02-01
860799800,18,2016-02-01
903190200,36,2016-02-01
620829000,7,2016-02-01
830890000,27,2016-02-01
847490100,36,2016-02-01
760529000,3,2016-02-01
811221900,4,2016-02-01
847981000,18,2016-02-01
630622000,13,2016-02-01
720291000,7,2016-02-01
720299800,3,2016-02-01
540793000,13,2016-02-01
760612930,3,2016-02-01
481960000,24,2016-02-01
290339190,4,2016-02-01
380894200,13,2016-02-01
401012000,8,2016-02-01
401019000,21,2016-02-01
591000000,17,2016-02-01
870321900,6,2016-02-01
853120400,14,2016-02-01
701090450,3,2016-02-01
701090550,2,2016-02-01
761090100,16,2016-02-01
851989110,6,2016-02-01
851989190,15,2016-02-01
846029100,4,2016-02-01
854232390,4,2016-02-01
841620800,7,2016-02-01
852210000,7,2016-02-01
901890750,24,2016-02-01
902219000,30,2016-02-01
481310000,3,2016-02-01
850680050,7,2016-02-01
960310000,3,2016-02-01
611594000,9,2016-02-01
611596100,2,2016-02-01
520851000,6,2016-02-01
520852000,10,2016-02-01
392590800,33,2016-02-01
850519100,8,2016-02-01
850519900,5,2016-02-01
730711100,42,2016-02-01
846729800,3,2016-02-01
910310000,7,2016-02-01
911011100,23,2016-02-01
381512000,6,2016-02-01
381600000,35,2016-02-01
731700200,6,2016-02-01
780110000,1,2016-02-01
820790710,3,2016-02-01
846630000,24,2016-02-01
844130000,4,2016-02-01
900490900,22,2016-02-01
853290000,10,2016-02-01
610339000,8,2016-02-01
842220000,8,2016-02-01
852580110,12,2016-02-01
900220000,17,2016-02-01
901120100,2,2016-02-01
901380900,13,2016-02-01
871410100,51,2016-02-01
711419000,15,2016-02-01
846420800,3,2016-02-01
870899930,37,2016-02-01
410711900,5,2016-02-01
521131000,5,2016-02-01
540832000,6,2016-02-01
540833000,5,2016-02-01
580127000,19,2016-02-01
940161000,48,2016-02-01
410792100,4,2016-02-01
611430000,37,2016-02-01
940330990,11,2016-02-01
842720110,10,2016-02-01
870423990,4,2016-02-01
843351000,7,2016-02-01
420500110,29,2016-02-01
900699000,24,2016-02-01
900710000,9,2016-02-01
900791000,22,2016-02-01
690890990,4,2016-02-01
940520110,5,2016-02-01
940591900,10,2016-02-01
500710000,26,2016-02-01
180620100,4,2016-02-01
620422100,4,2016-02-01
760410900,15,2016-02-01
853222000,9,2016-02-01
820719900,20,2016-02-01
110710190,4,2016-02-01
110710990,7,2016-02-01
110720000,7,2016-02-01
190120000,22,2016-02-01
740819900,5,2016-02-01
950699100,15,2016-02-01
730419100,19,2016-02-01
852290300,5,2016-02-01
482370900,11,2016-02-01
250410000,5,2016-02-01
701400000,6,2016-02-01
842549000,12,2016-02-01
852873000,5,2016-02-01
370590900,11,2016-02-01
420330000,42,2016-02-01
610333000,10,2016-02-01
870530000,3,2016-02-01
841392000,18,2016-02-01
843840000,6,2016-02-01
220830300,46,2016-02-01
220830490,9,2016-02-01
220830690,3,2016-02-01
220830710,32,2016-02-01
220830790,14,2016-02-01
441600000,6,2016-02-01
400931000,22,2016-02-01
721730410,5,2016-02-01
844391990,41,2016-02-01
420211900,31,2016-02-01
420222900,38,2016-02-01
610290100,8,2016-02-01
610439000,10,2016-02-01
621490000,26,2016-02-01
640359910,11,2016-02-01
640399960,41,2016-02-01
640590900,25,2016-02-01
381400100,9,2016-02-01
731210490,4,2016-02-01
732619100,12,2016-02-01
741300000,19,2016-02-01
854411900,33,2016-02-01
621410000,33,2016-02-01
621112000,9,2016-02-01
621120000,5,2016-02-01
511290980,3,2016-02-01
551614000,4,2016-02-01
490300000,21,2016-02-01
711320000,16,2016-02-01
851830200,19,2016-02-01
300440800,7,2016-02-01
230910310,8,2016-02-01
284210000,5,2016-02-01
903089900,17,2016-02-01
160290990,3,2016-02-01
850650300,4,2016-02-01
850610910,4,2016-02-01
380894100,14,2016-02-01
851981950,14,2016-02-01
851511000,8,2016-02-01
481850000,3,2016-02-01
950300700,18,2016-02-01
950300750,9,2016-02-01
441700000,10,2016-02-01
701337100,4,2016-02-01
710122000,5,2016-02-01
420292150,4,2016-02-01
960329300,13,2016-02-01
250100990,8,2016-02-01
841182800,3,2016-02-01
283319000,2,2016-02-01
950629000,22,2016-02-01
590699900,14,2016-02-01
853650030,27,2016-02-01
846021110,4,2016-02-01
820780900,5,2016-02-01
847629000,4,2016-02-01
848340210,18,2016-02-01
871496300,7,2016-02-01
901780900,16,2016-02-01
820740100,9,2016-02-01
902131000,23,2016-02-01
621132900,24,2016-02-01
321210000,15,2016-02-01
481190000,27,2016-02-01
490890000,14,2016-02-01
871499100,5,2016-02-01
850660000,7,2016-02-01
853650070,22,2016-02-01
902229000,8,2016-02-01
290290000,6,2016-02-01
290399900,5,2016-02-01
290490950,6,2016-02-01
290930900,4,2016-02-01
291300000,3,2016-02-01
291590700,16,2016-02-01
292249850,18,2016-02-01
292419000,14,2016-02-01
292529000,8,2016-02-01
293090990,16,2016-02-01
293319900,5,2016-02-01
293379000,4,2016-02-01
293410000,8,2016-02-01
293890900,10,2016-02-01
330520000,9,2016-02-01
844790000,6,2016-02-01
220421380,19,2016-02-01
847439000,12,2016-02-01
852713990,3,2016-02-01
852871150,6,2016-02-01
870331100,6,2016-02-01
831000000,43,2016-02-01
600631900,4,2016-02-01
170490750,15,2016-02-01
170490810,7,2016-02-01
722810900,3,2016-02-01
841829000,7,2016-02-01
961210800,14,2016-02-01
900190000,59,2016-02-01
842390000,45,2016-02-01
850680800,22,2016-02-01
851770190,12,2016-02-01
940310980,27,2016-02-01
842951100,5,2016-02-01
842951990,24,2016-02-01
870410100,15,2016-02-01
370790200,15,2016-02-01
382100000,34,2016-02-01
610419200,3,2016-02-01
610444000,40,2016-02-01
732690600,14,2016-02-01
420292190,23,2016-02-01
847759800,9,2016-02-01
610120100,44,2016-02-01
620113100,30,2016-02-01
620212900,11,2016-02-01
620291000,10,2016-02-01
620332900,36,2016-02-01
620342900,30,2016-02-01
400299100,3,2016-02-01
251749000,3,2016-02-01
292519950,3,2016-02-01
381210000,5,2016-02-01
700729000,5,2016-02-01
842240000,22,2016-02-01
940130000,13,2016-02-01
846691950,12,2016-02-01
851531000,11,2016-02-01
680610000,22,2016-02-01
701931000,5,2016-02-01
950300410,27,2016-02-01
420291100,23,2016-02-01
441239000,4,2016-02-01
441400900,16,2016-02-01
441872000,3,2016-02-01
610230100,9,2016-02-01
610342000,21,2016-02-01
610343000,20,2016-02-01
610349000,25,2016-02-01
610432000,12,2016-02-01
610433000,10,2016-02-01
610452000,10,2016-02-01
610453000,20,2016-02-01
610469000,21,2016-02-01
610610000,35,2016-02-01
610831000,13,2016-02-01
610891000,8,2016-02-01
611012900,23,2016-02-01
611030100,29,2016-02-01
611241900,31,2016-02-01
611420000,25,2016-02-01
611521000,10,2016-02-01
620112900,22,2016-02-01
620113900,11,2016-02-01
620199000,23,2016-02-01
620213900,14,2016-02-01
620292000,15,2016-02-01
620341900,4,2016-02-01
620343190,27,2016-02-01
620439190,11,2016-02-01
620439900,21,2016-02-01
620459900,16,2016-02-01
620462590,12,2016-02-01
620462900,25,2016-02-01
620463900,14,2016-02-01
620469500,11,2016-02-01
620530000,29,2016-02-01
621111000,24,2016-02-01
621440000,13,2016-02-01
640291900,9,2016-02-01
640299960,10,2016-02-01
640299980,22,2016-02-01
640359390,13,2016-02-01
640391180,19,2016-02-01
640391980,3,2016-02-01
640399110,15,2016-02-01
640399380,15,2016-02-01
640419100,9,2016-02-01
640419900,54,2016-02-01
650400000,25,2016-02-01
650700000,8,2016-02-01
670411000,7,2016-02-01
900410990,10,2016-02-01
940210000,12,2016-02-01
847340800,29,2016-02-01
721710100,5,2016-02-01
731300000,4,2016-02-01
391190990,7,2016-02-01
253090000,5,2016-02-01
470730900,5,2016-02-01
611692000,3,2016-02-01
640340000,31,2016-02-01
900490100,23,2016-02-01
853310000,18,2016-02-01
853321000,17,2016-02-01
853329000,19,2016-02-01
321590000,57,2016-02-01
382490700,14,2016-02-01
701090530,3,2016-02-01
844190900,28,2016-02-01
540710000,25,2016-02-01
580121000,6,2016-02-01
848010000,7,2016-02-01
690810000,3,2016-02-01
691090000,13,2016-02-01
732111100,17,2016-02-01
732119000,5,2016-02-01
732190000,11,2016-02-01
851660100,11,2016-02-01
630210000,16,2016-02-01
630419100,3,2016-02-01
390512000,3,2016-02-01
490700100,12,2016-02-01
842959000,17,2016-02-01
870323190,36,2016-02-01
482369100,12,2016-02-01
691200230,9,2016-02-01
821510300,3,2016-02-01
540822100,7,2016-02-01
480255900,1,2016-02-01
480256800,4,2016-02-01
480257000,5,2016-02-01
480258900,10,2016-02-01
481710000,27,2016-02-01
680422900,14,2016-02-01
820900200,18,2016-02-01
620423800,6,2016-02-01
40110100,4,2016-02-01
731812900,12,2016-02-01
730630800,4,2016-02-01
848049000,4,2016-02-01
230910510,8,2016-02-01
381190000,15,2016-02-01
950300390,8,2016-02-01
252020000,5,2016-02-01
252220000,5,2016-02-01
960390990,23,2016-02-01
950300300,13,2016-02-01
841370210,20,2016-02-01
600110000,5,2016-02-01
680690000,22,2016-02-01
730890590,22,2016-02-01
848240000,17,2016-02-01
831120000,9,2016-02-01
842382100,3,2016-02-01
250840000,7,2016-02-01
420212500,17,2016-02-01
330119800,6,2016-02-01
701333990,5,2016-02-01
290219000,4,2016-02-01
291560900,5,2016-02-01
293220900,12,2016-02-01
330113100,12,2016-02-01
282110000,7,2016-02-01
330210900,39,2016-02-01
830140110,11,2016-02-01
392010240,14,2016-02-01
847170700,12,2016-02-01
843069000,14,2016-02-01
630800000,5,2016-02-01
551599800,5,2016-02-01
731511100,9,2016-02-01
130190000,3,2016-02-01
130239000,8,2016-02-01
382490550,2,2016-02-01
382490930,9,2016-02-01
821520100,4,2016-02-01
640212100,29,2016-02-01
190531300,14,2016-02-01
190540900,8,2016-02-01
190590450,17,2016-02-01
491000000,5,2016-02-01
844312000,5,2016-02-01
841181000,14,2016-02-01
370400900,4,2016-02-01
902290000,46,2016-02-01
910111000,51,2016-02-01
840790900,8,2016-02-01
291450000,6,2016-02-01
380892500,3,2016-02-01
690919000,23,2016-02-01
844832000,10,2016-02-01
902410110,20,2016-02-01
293622000,5,2016-02-01
920710300,4,2016-02-01
920710800,5,2016-02-01
844110100,5,2016-02-01
850434000,6,2016-02-01
20443100,8,2016-02-01
620462110,15,2016-02-01
620469110,8,2016-02-01
320300900,4,2016-02-01
400211000,3,2016-02-01
40690890,7,2016-02-01
520790000,17,2016-02-01
520959000,10,2016-02-01
521139000,4,2016-02-01
521159000,5,2016-02-01
540792000,6,2016-02-01
580136000,14,2016-02-01
580190900,19,2016-02-01
581092900,8,2016-02-01
846210100,7,2016-02-01
846229980,3,2016-02-01
903149900,55,2016-02-01
730290000,6,2016-02-01
846420190,3,2016-02-01
820719100,18,2016-02-01
820770370,7,2016-02-01
700910000,15,2016-02-01
830230000,36,2016-02-01
640312000,9,2016-02-01
640520100,4,2016-02-01
640520990,16,2016-02-01
871150000,8,2016-02-01
820330000,10,2016-02-01
820770900,6,2016-02-01
382410000,13,2016-02-01
271019430,7,2016-02-01
730300900,4,2016-02-01
71021000,3,2016-02-01
551511900,24,2016-02-01
551612000,8,2016-02-01
841231000,19,2016-02-01
844230100,4,2016-02-01
844250200,12,2016-02-01
846620910,6,2016-02-01
848620100,7,2016-02-01
850134000,3,2016-02-01
960720900,17,2016-02-01
690590000,5,2016-02-01
420212110,8,2016-02-01
640220000,14,2016-02-01
640299310,5,2016-02-01
640391160,14,2016-02-01
961511000,11,2016-02-01
420232100,11,2016-02-01
611510100,6,2016-02-01
621143100,25,2016-02-01
220600510,11,2016-02-01
220600810,5,2016-02-01
903033990,18,2016-02-01
481013000,8,2016-02-01
846229100,5,2016-02-01
901832900,3,2016-02-01
411200000,7,2016-02-01
420500900,22,2016-02-01
441900900,15,2016-02-01
540822900,5,2016-02-01
630391000,5,2016-02-01
630520000,6,2016-02-01
940410000,15,2016-02-01
691410000,3,2016-02-01
701333110,6,2016-02-01
711411000,11,2016-02-01
711420000,11,2016-02-01
910390000,4,2016-02-01
441820800,13,2016-02-01
330119200,14,2016-02-01
870422990,47,2016-02-01
390610000,13,2016-02-01
285300100,10,2016-02-01
392520000,11,2016-02-01
910610000,3,2016-02-01
910690000,4,2016-02-01
721810000,19,2016-02-01
400912000,29,2016-02-01
700721200,16,2016-02-01
721240800,5,2016-02-01
760611100,9,2016-02-01
840734100,2,2016-02-01
840734990,9,2016-02-01
841360200,27,2016-02-01
842131000,47,2016-02-01
850710800,13,2016-02-01
851130000,15,2016-02-01
852729000,9,2016-02-01
853921300,9,2016-02-01
870324100,34,2016-02-01
870892350,33,2016-02-01
870892910,8,2016-02-01
870895100,8,2016-02-01
900720000,7,2016-02-01
903210890,21,2016-02-01
940591100,9,2016-02-01
400821900,29,2016-02-01
840790100,6,2016-02-01
854121000,13,2016-02-01
854190000,30,2016-02-01
854232310,5,2016-02-01
854232450,7,2016-02-01
854232550,4,2016-02-01
854232900,10,2016-02-01
854233000,24,2016-02-01
701710000,16,2016-02-01
846729200,4,2016-02-01
850153990,6,2016-02-01
850520000,11,2016-02-01
850152300,12,2016-02-01
841182600,3,2016-02-01
854232610,7,2016-02-01
722090800,11,2016-02-01
722211190,8,2016-02-01
722840900,7,2016-02-01
750300100,4,2016-02-01
852329900,19,2016-02-01
392062190,27,2016-02-01
841350610,20,2016-02-01
940540310,4,2016-02-01
820830000,12,2016-02-01
848340300,9,2016-02-01
850151000,26,2016-02-01
853331000,7,2016-02-01
860729000,6,2016-02-01
847230000,5,2016-02-01
847290300,5,2016-02-01
220840390,5,2016-02-01
382490500,7,2016-02-01
581099900,10,2016-02-01
650610100,35,2016-02-01
731210810,3,2016-02-01
390720110,17,2016-02-01
392190300,8,2016-02-01
290531000,6,2016-02-01
382440000,7,2016-02-01
910199000,24,2016-02-01
910221000,20,2016-02-01
940171000,30,2016-02-01
841840800,5,2016-02-01
902190100,17,2016-02-01
854081000,10,2016-02-01
844313900,13,2016-02-01
481390900,3,2016-02-01
400400000,8,2016-02-01
290522000,4,2016-02-01
290629000,5,2016-02-01
290950000,7,2016-02-01
291419900,8,2016-02-01
291429000,5,2016-02-01
291539000,17,2016-02-01
291560190,4,2016-02-01
292690950,8,2016-02-01
330124100,9,2016-02-01
740400990,19,2016-02-01
740919000,5,2016-02-01
740921000,3,2016-02-01
930700000,2,2016-02-01
841520000,7,2016-02-01
870332900,23,2016-02-01
870894200,9,2016-02-01
844180000,7,2016-02-01
841690000,34,2016-02-01
852859200,9,2016-02-01
841610900,5,2016-02-01
848360200,26,2016-02-01
854520000,13,2016-02-01
392329100,20,2016-02-01
481930000,6,2016-02-01
902780130,3,2016-02-01
851529000,11,2016-02-01
846693300,23,2016-02-01
730439100,3,2016-02-01
870850910,9,2016-02-01
840820550,8,2016-02-01
870333110,5,2016-02-01
870331900,4,2016-02-01
611211000,3,2016-02-01
300190200,3,2016-02-01
570231800,5,2016-02-01
391239850,7,2016-02-01
430310100,6,2016-02-01
500720110,12,2016-02-01
620319100,8,2016-02-01
40210110,6,2016-02-01
10511990,2,2016-02-01
40711000,2,2016-02-01
401213000,6,2016-02-01
731816910,18,2016-02-01
731210410,6,2016-02-01
732010900,9,2016-02-01
853530100,16,2016-02-01
820420000,27,2016-02-01
850490050,6,2016-02-01
851930000,8,2016-02-01
293190500,3,2016-02-01
731815690,21,2016-02-01
848180610,11,2016-02-01
730490000,27,2016-02-01
850650100,18,2016-02-01
550320000,8,2016-02-01
281820000,12,2016-02-01
282619900,3,2016-02-01
282732000,2,2016-02-01
282749900,2,2016-02-01
282990800,5,2016-02-01
283325000,3,2016-02-01
283650000,11,2016-02-01
284020900,3,2016-02-01
284330000,3,2016-02-01
284390900,3,2016-02-01
284610000,3,2016-02-01
290410000,8,2016-02-01
290519000,5,2016-02-01
290529900,4,2016-02-01
290549000,4,2016-02-01
290944000,6,2016-02-01
291100000,5,2016-02-01
291229000,5,2016-02-01
291711000,3,2016-02-01
291830000,5,2016-02-01
292159900,6,2016-02-01
292219850,11,2016-02-01
292229000,6,2016-02-01
292310000,2,2016-02-01
292390000,17,2016-02-01
292800900,6,2016-02-01
293020000,3,2016-02-01
293420800,5,2016-02-01
293999000,5,2016-02-01
320413000,14,2016-02-01
391400000,5,2016-02-01
711019100,6,2016-02-01
711019800,4,2016-02-01
810110000,6,2016-02-01
810194000,6,2016-02-01
810520000,6,2016-02-01
847010000,5,2016-02-01
850690000,23,2016-02-01
320411000,18,2016-02-01
380991000,15,2016-02-01
610590900,9,2016-02-01
830241500,7,2016-02-01
401700000,12,2016-02-01
400510000,13,2016-02-01
401120100,4,2016-02-01
290911000,3,2016-02-01
854330000,21,2016-02-01
850152200,20,2016-02-01
851981650,3,2016-02-01
520100900,3,2016-02-01
620311000,29,2016-02-01
731815300,21,2016-02-01
820750600,15,2016-02-01
911390000,11,2016-02-01
570231100,6,2016-02-01
846591200,3,2016-02-01
846592000,3,2016-02-01
846593000,6,2016-02-01
850819000,9,2016-02-01
851769310,9,2016-02-01
851769390,11,2016-02-01
846692200,4,2016-02-01
210610800,22,2016-02-01
721632190,2,2016-02-01
730661990,4,2016-02-01
940600380,6,2016-02-01
230990310,11,2016-02-01
290619000,3,2016-02-01
230800900,3,2016-02-01
290719900,3,2016-02-01
853932200,8,2016-02-01
854590100,7,2016-02-01
854590900,7,2016-02-01
847170800,12,2016-02-01
281121000,7,2016-02-01
520812190,4,2016-02-01
560721000,7,2016-02-01
690310000,14,2016-02-01
10690000,6,2016-02-01
851640000,6,2016-02-01
790400000,5,2016-02-01
831190000,23,2016-02-01
392049100,5,2016-02-01
240399900,7,2016-02-01
847210000,4,2016-02-01
847510000,5,2016-02-01
720430000,16,2016-02-01
720449900,8,2016-02-01
722220390,2,2016-02-01
740721900,9,2016-02-01
190532050,3,2016-02-01
845121000,3,2016-02-01
871410200,9,2016-02-01
611610200,15,2016-02-01
611693000,12,2016-02-01
611699000,7,2016-02-01
741021000,3,2016-02-01
740940000,4,2016-02-01
854310000,15,2016-02-01
722020410,3,2016-02-01
731420900,7,2016-02-01
731823000,24,2016-02-01
722830890,5,2016-02-01
580790100,3,2016-02-01
841111000,8,2016-02-01
841112100,5,2016-02-01
851539900,5,2016-02-01
731439000,3,2016-02-01
821193000,8,2016-02-01
960820000,14,2016-02-01
410719900,3,2016-02-01
841090000,10,2016-02-01
848310500,17,2016-02-01
720837000,5,2016-02-01
871500900,4,2016-02-01
300120100,5,2016-02-01
480620000,6,2016-02-01
730690000,13,2016-02-01
220710000,7,2016-02-01
280430000,7,2016-02-01
280440000,2,2016-02-01
391190190,4,2016-02-01
392010400,8,2016-02-01
480810000,7,2016-02-01
482030000,6,2016-02-01
540720900,3,2016-02-01
611300900,9,2016-02-01
720890800,7,2016-02-01
722870900,9,2016-02-01
730449100,2,2016-02-01
731520000,2,2016-02-01
750890000,27,2016-02-01
841583000,10,2016-02-01
848310950,36,2016-02-01
848330380,11,2016-02-01
850110910,24,2016-02-01
850140200,4,2016-02-01
850610980,6,2016-02-01
930520000,8,2016-02-01
854040000,1,2016-02-01
930690900,4,2016-02-01
846190000,8,2016-02-01
281129900,2,2016-02-01
841360690,9,2016-02-01
853530900,11,2016-02-01
381119000,2,2016-02-01
842810800,12,2016-02-01
830621000,5,2016-02-01
830790000,8,2016-02-01
846120000,4,2016-02-01
490810000,10,2016-02-01
690100000,10,2016-02-01
848390810,15,2016-02-01
871620000,7,2016-02-01
551229900,4,2016-02-01
590320100,5,2016-02-01
711039000,4,2016-02-01
70820000,4,2016-02-01
283210000,5,2016-02-01
290511000,8,2016-02-01
291439000,5,2016-02-01
293369800,8,2016-02-01
380690000,5,2016-02-01
390591000,4,2016-02-01
390720990,10,2016-02-01
621133100,17,2016-02-01
901510900,5,2016-02-01
840220000,3,2016-02-01
843691000,4,2016-02-01
847810000,5,2016-02-01
810830000,12,2016-02-01
540720190,7,2016-02-01
845110000,3,2016-02-01
940540350,16,2016-02-01
730210100,5,2016-02-01
391890000,9,2016-02-01
842119200,19,2016-02-01
842511000,20,2016-02-01
960200000,11,2016-02-01
950890000,13,2016-02-01
961590000,9,2016-02-01
271312000,3,2016-02-01
10121000,5,2016-02-01
900410100,33,2016-02-01
540753000,9,2016-02-01
551511100,6,2016-02-01
620342510,4,2016-02-01
580410100,7,2016-02-01
392510000,16,2016-02-01
560900000,12,2016-02-01
730900510,5,2016-02-01
611019100,5,2016-02-01
520931000,10,2016-02-01
842481100,6,2016-02-01
611120100,15,2016-02-01
660110000,5,2016-02-01
852990410,12,2016-02-01
847290100,4,2016-02-01
847340180,7,2016-02-01
847690000,12,2016-02-01
440110000,3,2016-02-01
920590900,17,2016-02-01
920992000,8,2016-02-01
920999200,10,2016-02-01
731815610,17,2016-02-01
853929300,9,2016-02-01
640690900,6,2016-02-01
850720200,9,2016-02-01
252010000,6,2016-02-01
291529000,6,2016-02-01
920790900,5,2016-02-01
920810000,2,2016-02-01
920930000,7,2016-02-01
842290100,24,2016-02-01
410711110,3,2016-02-01
410712110,3,2016-02-01
410712910,8,2016-02-01
640320000,16,2016-02-01
640351950,5,2016-02-01
740990000,5,2016-02-01
70999900,6,2016-02-01
330710000,40,2016-02-01
360610000,6,2016-02-01
721310000,3,2016-02-01
722020810,5,2016-02-01
750610000,7,2016-02-01
750620000,12,2016-02-01
841430200,7,2016-02-01
121020900,5,2016-02-01
130213000,8,2016-02-01
901520900,5,2016-02-01
271012210,8,2016-02-01
321410900,11,2016-02-01
350510500,3,2016-02-01
848350800,23,2016-02-01
392190550,10,2016-02-01
620342590,3,2016-02-01
761510800,6,2016-02-01
820760500,3,2016-02-01
842611000,3,2016-02-01
380891100,10,2016-02-01
711299000,10,2016-02-01
291619950,2,2016-02-01
381230210,2,2016-02-01
847920000,9,2016-02-01
390690100,7,2016-02-01
400219100,2,2016-02-01
150500100,3,2016-02-01
350510900,5,2016-02-01
392340900,9,2016-02-01
380893270,2,2016-02-01
870322100,3,2016-02-01
870332190,9,2016-02-01
620332100,19,2016-02-01
621132100,14,2016-02-01
847431000,7,2016-02-01
180690700,15,2016-02-01
220410930,9,2016-02-01
220421170,6,2016-02-01
220421760,8,2016-02-01
220421810,4,2016-02-01
220421840,12,2016-02-01
220429430,2,2016-02-01
220429580,4,2016-02-01
220840110,8,2016-02-01
220870100,11,2016-02-01
10129900,3,2016-02-01
901820000,16,2016-02-01
560750900,8,2016-02-01
551090000,2,2016-02-01
960330100,6,2016-02-01
731815810,14,2016-02-01
90961000,2,2016-02-01
391722100,7,2016-02-01
210111000,17,2016-02-01
590190000,12,2016-02-01
732211000,5,2016-02-01
851679700,16,2016-02-01
681599000,16,2016-02-01
420219100,9,2016-02-01
900219000,13,2016-02-01
841480750,5,2016-02-01
442110000,12,2016-02-01
620461100,11,2016-02-01
620463110,11,2016-02-01
640359050,23,2016-02-01
640359500,10,2016-02-01
842310100,12,2016-02-01
901831100,14,2016-02-01
901831900,7,2016-02-01
700239000,5,2016-02-01
901832100,9,2016-02-01
442190970,31,2016-02-01
871120100,4,2016-02-01
620343110,10,2016-02-01
901813000,8,2016-02-01
902213000,5,2016-02-01
620422800,5,2016-02-01
560749110,1,2016-02-01
741999100,14,2016-02-01
820900800,6,2016-02-01
844331200,12,2016-02-01
853720910,13,2016-02-01
731210980,5,2016-02-01
392099590,10,2016-02-01
731210610,7,2016-02-01
846090900,5,2016-02-01
391690100,11,2016-02-01
380993000,5,2016-02-01
940520400,14,2016-02-01
581010100,8,2016-02-01
901010000,8,2016-02-01
271500000,16,2016-02-01
841360310,22,2016-02-01
843050000,3,2016-02-01
846490000,4,2016-02-01
846721990,9,2016-02-01
732090300,4,2016-02-01
270799990,5,2016-02-01
820190000,19,2016-02-01
441890100,4,2016-02-01
20714100,6,2016-02-01
271012250,6,2016-02-01
392099210,5,2016-02-01
630539000,4,2016-02-01
761520000,7,2016-02-01
820299200,3,2016-02-01
842952900,16,2016-02-01
610332000,6,2016-02-01
300230000,4,2016-02-01
870322900,12,2016-02-01
481890100,12,2016-02-01
500720190,9,2016-02-01
70110000,9,2016-02-01
500720390,3,2016-02-01
580133000,7,2016-02-01
600690000,24,2016-02-01
730630110,4,2016-02-01
871491100,17,2016-02-01
401031000,14,2016-02-01
570320980,5,2016-02-01
621510000,24,2016-02-01
700719800,8,2016-02-01
830120000,17,2016-02-01
851230100,4,2016-02-01
851230900,10,2016-02-01
851290100,7,2016-02-01
870895990,21,2016-02-01
871310000,8,2016-02-01
940120000,26,2016-02-01
701510000,12,2016-02-01
910299000,36,2016-02-01
911190000,5,2016-02-01
611090100,13,2016-02-01
40610300,9,2016-02-01
40610800,4,2016-02-01
490600000,8,2016-02-01
846039000,7,2016-02-01
80410000,4,2016-02-01
920110100,3,2016-02-01
110412900,12,2016-02-01
170490510,7,2016-02-01
200551000,12,2016-02-01
200791100,6,2016-02-01
840810270,2,2016-02-01
300620000,8,2016-02-01
300692000,5,2016-02-01
721720300,3,2016-02-01
731431000,3,2016-02-01
220290910,5,2016-02-01
220600310,9,2016-02-01
220600390,9,2016-02-01
220890690,12,2016-02-01
210690550,3,2016-02-01
210690590,8,2016-02-01
110100150,11,2016-02-01
190532110,6,2016-02-01
40120110,4,2016-02-01
480220000,5,2016-02-01
80212900,5,2016-02-01
620930000,7,2016-02-01
950662000,5,2016-02-01
420212990,13,2016-02-01
610832000,12,2016-02-01
611120900,30,2016-02-01
620429900,5,2016-02-01
620463390,3,2016-02-01
620690100,12,2016-02-01
620799100,2,2016-02-01
620821000,12,2016-02-01
620822000,10,2016-02-01
630222900,6,2016-02-01
630232900,5,2016-02-01
630492000,5,2016-02-01
640520910,9,2016-02-01
670210000,4,2016-02-01
851629990,14,2016-02-01
940490100,13,2016-02-01
841940000,8,2016-02-01
851410800,21,2016-02-01
851629910,7,2016-02-01
847529000,13,2016-02-01
848310290,11,2016-02-01
843340000,6,2016-02-01
270119000,5,2016-02-01
440290000,3,2016-02-01
691390100,11,2016-02-01
871110000,6,2016-02-01
480439800,2,2016-02-01
480840000,9,2016-02-01
844010400,3,2016-02-01
550810100,5,2016-02-01
392043100,13,2016-02-01
902139100,10,2016-02-01
902139900,28,2016-02-01
310100000,10,2016-02-01
840590000,7,2016-02-01
390311000,4,2016-02-01
841939000,11,2016-02-01
390799900,12,2016-02-01
390910000,6,2016-02-01
390950100,15,2016-02-01
710692000,6,2016-02-01
711029000,3,2016-02-01
711590000,12,2016-02-01
840729000,8,2016-02-01
731450000,9,2016-02-01
591131900,4,2016-02-01
720719120,3,2016-02-01
720719800,5,2016-02-01
730429100,10,2016-02-01
300310000,11,2016-02-01
843999000,11,2016-02-01
