COM_CODE3,Company HMRC Ref,Month
840890810,5,2016-04-01
848350200,13,2016-04-01
850163000,8,2016-04-01
840810610,3,2016-04-01
630419100,4,2016-04-01
720719800,4,2016-04-01
722230970,10,2016-04-01
740200000,5,2016-04-01
570320120,4,2016-04-01
690390100,5,2016-04-01
852329150,11,2016-04-01
190590200,5,2016-04-01
847480900,12,2016-04-01
441520900,13,2016-04-01
283650000,15,2016-04-01
711049000,5,2016-04-01
340212000,8,2016-04-01
271220900,4,2016-04-01
721499390,6,2016-04-01
721631100,4,2016-04-01
270111000,3,2016-04-01
380894900,40,2016-10-01
481810100,12,2016-10-01
560121100,10,2016-10-01
560311100,13,2016-10-01
821210100,6,2016-10-01
430211000,5,2016-10-01
430219150,3,2016-10-01
430310900,20,2016-10-01
430390000,18,2016-10-01
570110100,6,2016-10-01
570110900,10,2016-10-01
570190900,10,2016-10-01
570299000,3,2016-10-01
570500800,12,2016-10-01
841370210,19,2016-10-01
841451000,15,2016-10-01
848410000,146,2016-10-01
902620400,51,2016-10-01
940320800,140,2016-10-01
852349450,79,2016-10-01
847890000,18,2016-10-01
852329900,22,2016-10-01
852380930,37,2016-10-01
830810000,18,2016-10-01
920890000,5,2016-10-01
903040000,59,2016-10-01
741510000,3,2016-10-01
820310000,15,2016-10-01
847790800,43,2016-10-01
721499950,3,2016-10-01
721510000,7,2016-10-01
721550190,4,2016-10-01
950699100,25,2016-10-01
340319100,25,2016-10-01
121221000,8,2016-10-01
292390000,14,2016-10-01
750300100,4,2016-10-01
901890600,23,2016-10-01
392530000,12,2016-10-01
391733000,20,2016-10-01
392190900,60,2016-10-01
848299000,46,2016-10-01
392329900,50,2016-10-01
761090900,39,2016-10-01
842952900,14,2016-10-01
870410100,14,2016-10-01
853190850,76,2016-10-01
401019000,17,2016-10-01
731589000,11,2016-10-01
848210100,51,2016-10-01
848210900,69,2016-10-01
848250000,37,2016-10-01
848320000,26,2016-10-01
848330320,31,2016-10-01
848490000,114,2016-10-01
730711100,40,2016-10-01
730799100,43,2016-10-01
842860000,10,2016-10-01
842890900,66,2016-10-01
846610380,26,2016-10-01
320820100,17,2016-10-01
843120000,79,2016-10-01
392030000,9,2016-10-01
920290300,24,2016-10-01
380850000,13,2016-10-01
730799800,71,2016-10-01
732690600,16,2016-10-01
841311000,54,2016-10-01
841350690,8,2016-10-01
841360800,22,2016-10-01
841370350,8,2016-10-01
530919000,35,2016-10-01
530929000,26,2016-10-01
630319000,3,2016-10-01
610891000,8,2016-10-01
841869000,28,2016-10-01
940520500,9,2016-10-01
722240100,7,2016-10-01
903031000,31,2016-10-01
852351990,9,2016-10-01
300590100,23,2016-10-01
330410000,79,2016-10-01
330420000,53,2016-10-01
950300490,27,2016-10-01
940310910,15,2016-10-01
940370000,40,2016-10-01
730711900,19,2016-10-01
180610300,9,2016-10-01
490290000,28,2016-10-01
491000000,20,2016-10-01
610990900,62,2016-10-01
852349390,29,2016-10-01
950300790,12,2016-10-01
392210000,24,2016-10-01
850690000,17,2016-10-01
853630300,29,2016-10-01
854420000,93,2016-10-01
930690900,4,2016-10-01
920600000,21,2016-10-01
842890790,3,2016-10-01
902139900,25,2016-10-01
853310000,22,2016-10-01
853329000,31,2016-10-01
853340900,19,2016-10-01
847321100,63,2016-10-01
640419900,54,2016-10-01
852341300,5,2016-10-01
940390100,35,2016-10-01
950450000,39,2016-10-01
852349590,22,2016-10-01
847982000,59,2016-10-01
691490000,30,2016-10-01
691410000,16,2016-10-01
950631000,14,2016-10-01
950632000,11,2016-10-01
950639100,11,2016-10-01
701400000,7,2016-10-01
852851000,45,2016-10-01
442090990,13,2016-10-01
910299000,37,2016-10-01
901819100,35,2016-10-01
970200000,72,2016-10-01
842381900,11,2016-10-01
901600900,2,2016-10-01
621132900,25,2016-10-01
640199000,13,2016-10-01
940320200,33,2016-10-01
340319800,33,2016-10-01
841330200,27,2016-10-01
841330800,53,2016-10-01
851810950,34,2016-10-01
902290000,47,2016-10-01
392640000,33,2016-10-01
848180690,26,2016-10-01
842240000,21,2016-10-01
852580910,31,2016-10-01
900130000,26,2016-10-01
482110900,40,2016-10-01
320417000,31,2016-10-01
382311000,3,2016-10-01
392390000,79,2016-10-01
847340800,32,2016-10-01
847350200,14,2016-10-01
854232310,6,2016-10-01
854232390,3,2016-10-01
854232690,4,2016-10-01
841780700,2,2016-10-01
840590000,12,2016-10-01
370191000,3,2016-10-01
441114900,3,2016-10-01
441400100,10,2016-10-01
830610000,10,2016-10-01
846694000,82,2016-10-01
50100000,5,2016-10-01
670300000,6,2016-10-01
284610000,6,2016-10-01
320740850,7,2016-10-01
380899900,17,2016-10-01
392010230,24,2016-10-01
220830300,58,2016-10-01
220830410,26,2016-10-01
220830610,11,2016-10-01
220830710,29,2016-10-01
220830820,16,2016-10-01
401490000,13,2016-10-01
701010000,4,2016-10-01
701090210,4,2016-10-01
701090990,7,2016-10-01
830990900,25,2016-10-01
842230000,37,2016-10-01
903141000,6,2016-10-01
701090710,3,2016-10-01
701890100,1,2016-10-01
960329300,19,2016-10-01
382490960,103,2016-10-01
843410000,5,2016-10-01
843490000,15,2016-10-01
870324900,59,2016-10-01
300691000,11,2016-10-01
391690900,14,2016-10-01
730120000,40,2016-10-01
731815590,9,2016-10-01
732020850,6,2016-10-01
830160000,22,2016-10-01
852110200,7,2016-10-01
610990200,47,2016-10-01
611130900,10,2016-10-01
620219000,50,2016-10-01
620343110,12,2016-10-01
621133900,12,2016-10-01
621149000,42,2016-10-01
640399050,19,2016-10-01
610463000,33,2016-10-01
611596100,2,2016-10-01
640219000,10,2016-10-01
321519000,65,2016-10-01
621210100,16,2016-10-01
961800000,23,2016-10-01
900140800,4,2016-10-01
900490100,35,2016-10-01
732619900,71,2016-10-01
220421420,98,2016-10-01
871494900,9,2016-10-01
871690500,3,2016-10-01
701690700,2,2016-10-01
843069000,13,2016-10-01
870893100,11,2016-10-01
482190900,31,2016-10-01
320890910,53,2016-10-01
854129000,34,2016-10-01
846722900,2,2016-04-01
630710300,6,2016-04-01
842920000,4,2016-04-01
100630960,3,2016-04-01
200799330,6,2016-04-01
847210000,3,2016-04-01
380190000,8,2016-04-01
900590000,11,2016-04-01
901814000,3,2016-04-01
271019110,5,2016-04-01
271020900,4,2016-04-01
10649000,3,2016-04-01
871491300,4,2016-04-01
871494200,5,2016-04-01
871496300,4,2016-04-01
871499500,3,2016-04-01
950621000,2,2016-04-01
392043100,13,2016-04-01
721070800,9,2016-04-01
960330100,9,2016-04-01
846692200,5,2016-04-01
270750000,3,2016-04-01
480810000,6,2016-04-01
740821000,3,2016-04-01
760529000,2,2016-04-01
722012000,7,2016-04-01
842219000,7,2016-04-01
380893900,6,2016-04-01
482010900,13,2016-04-01
611610800,10,2016-04-01
391710100,22,2016-10-01
722860800,6,2016-10-01
841460000,8,2016-10-01
847170500,106,2016-10-01
850432000,28,2016-10-01
590610000,18,2016-10-01
851580900,13,2016-10-01
842720110,13,2016-10-01
902140000,10,2016-10-01
902190100,18,2016-10-01
842831000,3,2016-10-01
740940000,7,2016-10-01
820890000,42,2016-10-01
844240000,19,2016-10-01
392020210,16,2016-10-01
480620000,5,2016-10-01
480640100,3,2016-10-01
481159000,16,2016-10-01
732111100,8,2016-10-01
841430810,12,2016-10-01
730723900,17,2016-10-01
847170300,20,2016-10-01
850211200,16,2016-10-01
850213200,14,2016-10-01
844839000,10,2016-10-01
844859000,16,2016-10-01
845190000,45,2016-10-01
902480900,27,2016-10-01
851769200,4,2016-10-01
853670000,40,2016-10-01
854140900,44,2016-10-01
690310000,15,2016-10-01
851440000,13,2016-10-01
300640000,14,2016-10-01
853650030,33,2016-10-01
870850350,57,2016-10-01
831110000,12,2016-10-01
291990000,7,2016-10-01
320419000,23,2016-10-01
390940000,14,2016-10-01
392094000,3,2016-10-01
680690000,21,2016-10-01
843143000,121,2016-10-01
843880990,23,2016-10-01
846692800,15,2016-10-01
300590500,17,2016-10-01
300610100,28,2016-10-01
300610900,34,2016-10-01
851310000,51,2016-10-01
392630000,63,2016-10-01
721932100,3,2016-10-01
490700900,10,2016-10-01
842489000,48,2016-10-01
851769900,86,2016-10-01
854110000,65,2016-10-01
901180000,14,2016-10-01
871390000,12,2016-10-01
732010900,7,2016-10-01
732020810,29,2016-10-01
732090900,56,2016-10-01
711019100,11,2016-10-01
760611910,12,2016-10-01
760611930,8,2016-10-01
760711900,4,2016-10-01
810295000,4,2016-10-01
610130900,21,2016-10-01
843280000,13,2016-10-01
851390000,8,2016-10-01
620520000,105,2016-10-01
420212190,28,2016-10-01
540232000,3,2016-10-01
540752000,28,2016-10-01
580610000,22,2016-10-01
580620000,7,2016-10-01
580790900,9,2016-10-01
600531900,7,2016-10-01
690320900,17,2016-10-01
960610000,23,2016-10-01
390110900,13,2016-10-01
390130000,6,2016-10-01
390190900,14,2016-10-01
300660000,6,2016-10-01
850680800,27,2016-10-01
851150000,31,2016-10-01
851190000,27,2016-10-01
848180630,35,2016-10-01
853650110,46,2016-10-01
853661900,15,2016-10-01
830250000,43,2016-10-01
841229890,20,2016-10-01
841360200,43,2016-10-01
848130990,60,2016-10-01
848180850,35,2016-10-01
848340900,41,2016-10-01
850120000,25,2016-10-01
850131000,53,2016-10-01
850152200,32,2016-10-01
850239800,7,2016-10-01
853120400,24,2016-10-01
854079000,6,2016-10-01
901480000,33,2016-10-01
903180340,81,2016-10-01
940550000,21,2016-10-01
732690400,32,2016-10-01
950669100,7,2016-10-01
850490180,15,2016-10-01
903120000,28,2016-10-01
390950900,63,2016-10-01
911490000,14,2016-10-01
630710900,20,2016-10-01
400922000,47,2016-10-01
851711000,65,2016-10-01
902410900,30,2016-10-01
391810900,15,2016-10-01
570231800,6,2016-10-01
590310900,21,2016-10-01
730729800,52,2016-10-01
841710000,10,2016-10-01
841821100,6,2016-10-01
841891000,2,2016-10-01
841911000,24,2016-10-01
732510000,20,2016-10-01
760429100,21,2016-10-01
853090000,17,2016-10-01
270799990,6,2016-10-01
271012210,9,2016-10-01
290399900,7,2016-10-01
320810900,31,2016-10-01
320890110,10,2016-10-01
321210000,13,2016-10-01
340211100,12,2016-10-01
340311000,14,2016-10-01
340420000,4,2016-10-01
381900000,37,2016-10-01
382100000,35,2016-10-01
701951000,7,2016-10-01
842481300,4,2016-10-01
846789000,36,2016-10-01
381400100,10,2016-10-01
740610000,8,2016-10-01
722230970,9,2016-10-01
400829000,28,2016-10-01
700991000,14,2016-10-01
820412000,22,2016-10-01
910700000,8,2016-10-01
940390900,69,2016-10-01
271019830,21,2016-10-01
271019910,7,2016-10-01
294200000,26,2016-10-01
321000100,10,2016-10-01
110412900,9,2016-04-01
890310100,6,2016-04-01
540761100,3,2016-04-01
701610000,5,2016-04-01
511300000,8,2016-04-01
611120100,13,2016-04-01
890200100,3,2016-04-01
843229100,7,2016-04-01
281520000,4,2016-04-01
381519100,3,2016-04-01
290943000,3,2016-04-01
291712000,3,2016-04-01
291439000,5,2016-04-01
852380910,4,2016-04-01
680291000,7,2016-04-01
680299900,8,2016-04-01
852329390,4,2016-04-01
845819000,3,2016-04-01
640391050,7,2016-04-01
30313000,5,2016-04-01
843240900,5,2016-04-01
821510800,8,2016-04-01
380992000,5,2016-10-01
381400900,48,2016-10-01
480300100,5,2016-10-01
560210190,11,2016-10-01
590310100,8,2016-10-01
701959000,21,2016-10-01
750400000,12,2016-10-01
901390900,34,2016-10-01
700721200,15,2016-10-01
841112100,5,2016-10-01
841239000,21,2016-10-01
841350610,27,2016-10-01
841480220,17,2016-10-01
848390810,14,2016-10-01
850140200,13,2016-10-01
850440880,29,2016-10-01
850650100,34,2016-10-01
853180200,28,2016-10-01
903220000,10,2016-10-01
846810000,13,2016-10-01
291639900,10,2016-10-01
300450000,48,2016-10-01
730900300,6,2016-10-01
340120900,33,2016-10-01
731021110,5,2016-10-01
841989100,12,2016-10-01
841990150,18,2016-10-01
731029100,7,2016-10-01
841430890,12,2016-10-01
842420000,38,2016-10-01
842481100,7,2016-10-01
750300900,12,2016-10-01
844190900,25,2016-10-01
731815200,12,2016-10-01
90220000,17,2016-10-01
732190000,16,2016-10-01
841810200,13,2016-10-01
841850900,11,2016-10-01
843810100,20,2016-10-01
842720190,13,2016-10-01
900110900,29,2016-10-01
400510000,14,2016-10-01
730722100,24,2016-10-01
730729100,47,2016-10-01
846510100,10,2016-10-01
151800910,3,2016-10-01
290539200,3,2016-10-01
290949800,7,2016-10-01
291899900,9,2016-10-01
340211900,30,2016-10-01
381121000,10,2016-10-01
381129000,7,2016-10-01
390290900,6,2016-10-01
843420000,7,2016-10-01
852341100,49,2016-10-01
841989300,3,2016-10-01
901290900,13,2016-10-01
291539000,11,2016-10-01
731100990,6,2016-10-01
390461000,6,2016-10-01
390469800,4,2016-10-01
853080000,20,2016-10-01
840734300,15,2016-10-01
420211900,58,2016-10-01
570241900,4,2016-10-01
570310000,12,2016-10-01
610821000,10,2016-10-01
610822000,17,2016-10-01
610892000,11,2016-10-01
610899000,12,2016-10-01
611241100,10,2016-10-01
611241900,13,2016-10-01
620439900,16,2016-10-01
620463110,8,2016-10-01
620819000,3,2016-10-01
620822000,8,2016-10-01
620892000,15,2016-10-01
620899000,21,2016-10-01
621210900,35,2016-10-01
621290000,20,2016-10-01
702000050,14,2016-10-01
251710100,3,2016-10-01
847410000,39,2016-10-01
847420000,19,2016-10-01
840510000,10,2016-10-01
848790590,13,2016-10-01
850213400,10,2016-10-01
831120000,8,2016-10-01
831130000,9,2016-10-01
820730900,18,2016-10-01
841459800,31,2016-10-01
902790100,43,2016-10-01
340490000,37,2016-10-01
320710000,16,2016-10-01
320730000,6,2016-10-01
690919000,24,2016-10-01
710610000,3,2016-10-01
847710000,14,2016-10-01
293627000,7,2016-10-01
843680900,14,2016-10-01
130120000,4,2016-10-01
843240900,8,2016-10-01
380891100,13,2016-10-01
380891400,4,2016-10-01
230990960,34,2016-10-01
820190000,26,2016-10-01
870190110,2,2016-10-01
843320500,3,2016-10-01
843790000,16,2016-10-01
730721000,46,2016-10-01
590390100,14,2016-10-01
280429100,3,2016-10-01
400932000,11,2016-10-01
731816300,21,2016-10-01
731823000,26,2016-10-01
731824000,22,2016-10-01
820590900,27,2016-10-01
830820000,18,2016-10-01
842519000,32,2016-10-01
848280000,24,2016-10-01
848340230,9,2016-10-01
848390890,68,2016-10-01
848690900,46,2016-10-01
851850000,48,2016-10-01
852791990,4,2016-10-01
852859310,42,2016-10-01
853339000,5,2016-10-01
853649000,73,2016-10-01
901380900,29,2016-10-01
940179000,28,2016-10-01
960350000,21,2016-10-01
391590800,21,2016-10-01
470710000,15,2016-10-01
740400990,14,2016-10-01
480269000,12,2016-10-01
480591000,6,2016-10-01
560311900,4,2016-10-01
90210000,31,2016-10-01
90230000,47,2016-10-01
570210000,4,2016-04-01
711610000,3,2016-04-01
520811100,10,2016-04-01
610690100,8,2016-04-01
640351990,7,2016-04-01
621133900,15,2016-04-01
850990000,3,2016-04-01
851230100,5,2016-04-01
722490380,4,2016-04-01
701349100,6,2016-04-01
910700000,5,2016-04-01
846011000,4,2016-04-01
950730000,8,2016-04-01
350520100,3,2016-04-01
930700000,3,2016-04-01
722211110,18,2016-04-01
842091800,3,2016-04-01
284990300,5,2016-04-01
842919000,7,2016-04-01
490890000,16,2016-04-01
961511000,13,2016-04-01
732310000,10,2016-10-01
732490000,35,2016-10-01
940510910,39,2016-10-01
848180390,13,2016-10-01
846693300,27,2016-10-01
870830990,73,2016-10-01
490210000,38,2016-10-01
970190000,46,2016-10-01
293629000,19,2016-10-01
852871150,5,2016-10-01
280421000,2,2016-10-01
290110000,11,2016-10-01
848240000,23,2016-10-01
381090900,14,2016-10-01
722990900,10,2016-10-01
961610100,10,2016-10-01
392190490,6,2016-10-01
841221800,23,2016-10-01
284290800,3,2016-10-01
292229000,3,2016-10-01
381590900,11,2016-10-01
382490920,35,2016-10-01
390930000,6,2016-10-01
391190990,5,2016-10-01
380210000,6,2016-10-01
731100130,4,2016-10-01
841960000,4,2016-10-01
848180310,16,2016-10-01
901920000,46,2016-10-01
853650190,68,2016-10-01
481920000,52,2016-10-01
710900000,7,2016-10-01
731029900,30,2016-10-01
51110000,5,2016-10-01
870990000,36,2016-10-01
870899100,80,2016-10-01
870821900,28,2016-10-01
870895100,3,2016-10-01
630499000,13,2016-10-01
110412900,9,2016-10-01
160100910,4,2016-10-01
170220900,6,2016-10-01
180690310,13,2016-10-01
180690390,15,2016-10-01
180690500,13,2016-10-01
190190990,33,2016-10-01
190219100,3,2016-10-01
190531190,32,2016-10-01
190590300,20,2016-10-01
200190650,4,2016-10-01
200799330,7,2016-10-01
210390100,6,2016-10-01
210420000,11,2016-10-01
210500910,6,2016-10-01
230910110,27,2016-10-01
340119000,36,2016-10-01
40310110,5,2016-10-01
40390990,4,2016-10-01
40630100,3,2016-10-01
40690210,29,2016-10-01
40690810,15,2016-10-01
70310190,4,2016-10-01
80290850,5,2016-10-01
90240000,35,2016-10-01
880400000,5,2016-10-01
852719000,7,2016-10-01
854089000,10,2016-10-01
854233000,25,2016-10-01
854320000,42,2016-10-01
732690500,11,2016-10-01
761100000,8,2016-10-01
760612990,16,2016-10-01
810490000,6,2016-10-01
901890200,18,2016-10-01
851633000,7,2016-10-01
871491100,22,2016-10-01
841510100,17,2016-10-01
903149900,69,2016-10-01
392043900,6,2016-10-01
846120000,5,2016-10-01
630392900,6,2016-10-01
860799800,18,2016-10-01
940310580,25,2016-10-01
841320000,32,2016-10-01
852560000,67,2016-10-01
850240000,10,2016-10-01
820411000,42,2016-10-01
340510000,15,2016-10-01
640391130,3,2016-10-01
640399960,41,2016-10-01
640399980,37,2016-10-01
640391160,15,2016-10-01
640391180,20,2016-10-01
640391980,14,2016-10-01
640399930,9,2016-10-01
852872400,11,2016-10-01
271019810,29,2016-10-01
848180790,28,2016-10-01
848049000,3,2016-10-01
846019000,4,2016-10-01
846591900,5,2016-10-01
731815300,17,2016-10-01
400700000,8,2016-10-01
851769100,30,2016-10-01
730900900,7,2016-10-01
731815610,17,2016-10-01
851770190,14,2016-10-01
903290000,96,2016-10-01
900651000,2,2016-10-01
620191000,16,2016-10-01
300390000,53,2016-10-01
300410000,44,2016-10-01
848291900,11,2016-10-01
852349310,17,2016-10-01
950612000,21,2016-10-01
830120000,15,2016-10-01
320611000,9,2016-10-01
320619000,11,2016-10-01
611219000,3,2016-04-01
282732000,2,2016-04-01
320420000,9,2016-04-01
761090100,12,2016-04-01
840810890,4,2016-04-01
840890650,3,2016-04-01
480700800,6,2016-04-01
660200000,10,2016-04-01
30441000,12,2016-04-01
510119000,4,2016-04-01
841290200,10,2016-04-01
481820910,3,2016-04-01
291513000,5,2016-04-01
291811000,8,2016-04-01
760200190,21,2016-04-01
722810900,4,2016-04-01
370510000,3,2016-04-01
950300790,11,2016-04-01
253090000,5,2016-04-01
720270000,2,2016-04-01
300670000,6,2016-04-01
961900810,3,2016-04-01
551511100,5,2016-04-01
560314900,11,2016-04-01
580890000,7,2016-04-01
400599000,13,2016-04-01
730459930,4,2016-04-01
842820200,9,2016-04-01
290519000,3,2016-10-01
321511000,63,2016-10-01
390750000,7,2016-10-01
390799900,18,2016-10-01
710813100,26,2016-10-01
10129900,6,2016-10-01
920590100,5,2016-10-01
392490000,128,2016-10-01
610349000,23,2016-10-01
640690900,7,2016-10-01
850710800,13,2016-10-01
845130000,10,2016-10-01
845290000,5,2016-10-01
850152300,7,2016-10-01
600532500,3,2016-10-01
600532900,17,2016-10-01
611011100,73,2016-10-01
611012100,44,2016-10-01
870190250,4,2016-10-01
870210990,1,2016-10-01
761510800,12,2016-10-01
920510000,17,2016-10-01
590699100,4,2016-10-01
848310950,35,2016-10-01
540793000,11,2016-10-01
81340950,7,2016-10-01
120999990,4,2016-10-01
290611000,2,2016-10-01
291221000,2,2016-10-01
291229000,9,2016-10-01
291429000,6,2016-10-01
320500000,6,2016-10-01
330124900,1,2016-10-01
330210100,7,2016-10-01
330210900,40,2016-10-01
330300100,79,2016-10-01
730459920,8,2016-10-01
842549000,18,2016-10-01
842691900,3,2016-10-01
852341900,37,2016-10-01
854232900,11,2016-10-01
901730000,42,2016-10-01
100490000,4,2016-10-01
110430900,5,2016-10-01
841182600,4,2016-10-01
852990970,72,2016-10-01
220410110,62,2016-10-01
220421120,31,2016-10-01
220421460,36,2016-10-01
220421760,13,2016-10-01
220421680,9,2016-10-01
220421890,9,2016-10-01
70610000,5,2016-10-01
961620000,14,2016-10-01
830230000,37,2016-10-01
611020990,56,2016-10-01
741110100,5,2016-10-01
732599900,34,2016-10-01
511130800,6,2016-10-01
848180610,16,2016-10-01
390810000,23,2016-10-01
853521000,11,2016-10-01
850590200,27,2016-10-01
350290200,3,2016-10-01
350290900,3,2016-10-01
851519000,15,2016-10-01
851539130,4,2016-10-01
711510000,3,2016-10-01
901510100,17,2016-10-01
844851900,5,2016-10-01
848180590,56,2016-10-01
848180730,27,2016-10-01
854121000,14,2016-10-01
870830910,40,2016-10-01
851629990,15,2016-10-01
853321000,23,2016-10-01
903180320,59,2016-10-01
847989300,15,2016-10-01
630900000,100,2016-10-01
920590900,15,2016-10-01
610310100,46,2016-10-01
870840910,8,2016-10-01
853610900,18,2016-10-01
290512000,9,2016-10-01
320210000,4,2016-10-01
820560000,5,2016-10-01
840820990,10,2016-10-01
870210110,3,2016-10-01
810890300,19,2016-10-01
610290100,15,2016-10-01
610290900,8,2016-10-01
610449000,44,2016-10-01
610690900,8,2016-10-01
620212100,24,2016-10-01
620339900,18,2016-10-01
640359990,36,2016-10-01
680620100,6,2016-10-01
871631000,10,2016-10-01
871639300,3,2016-10-01
871639800,18,2016-10-01
871690100,8,2016-10-01
130219050,5,2016-10-01
511211000,37,2016-10-01
400912000,26,2016-10-01
731210200,42,2016-10-01
901839000,48,2016-10-01
731700800,8,2016-10-01
870422990,50,2016-10-01
391723100,10,2016-10-01
820559100,23,2016-10-01
852349990,17,2016-10-01
852380910,4,2016-10-01
843139000,76,2016-10-01
300210910,14,2016-10-01
841350400,20,2016-10-01
551512900,5,2016-10-01
621790000,41,2016-10-01
610721000,10,2016-10-01
901831100,16,2016-10-01
290722000,3,2016-10-01
820320000,44,2016-10-01
253090000,8,2016-10-01
950890000,24,2016-10-01
841480510,5,2016-10-01
740322000,4,2016-10-01
760612920,11,2016-10-01
853922100,5,2016-04-01
847950000,15,2016-04-01
870190390,3,2016-04-01
844230990,11,2016-04-01
391690500,6,2016-04-01
844839000,10,2016-04-01
844849000,8,2016-04-01
851650000,10,2016-04-01
846040900,4,2016-04-01
844790000,4,2016-04-01
840219100,3,2016-04-01
640399500,4,2016-04-01
732010190,3,2016-04-01
90190100,4,2016-04-01
820790910,11,2016-04-01
847290100,3,2016-04-01
580123000,3,2016-04-01
521011000,3,2016-04-01
540833000,6,2016-04-01
580640000,4,2016-04-01
581091100,4,2016-04-01
581099100,4,2016-04-01
600610000,3,2016-04-01
630229900,5,2016-04-01
30214000,32,2016-04-01
282110000,11,2016-04-01
320300100,10,2016-04-01
320619000,12,2016-04-01
390530000,6,2016-04-01
391231000,3,2016-04-01
391239850,5,2016-04-01
250840000,9,2016-04-01
271019850,6,2016-04-01
370199000,8,2016-04-01
848180390,10,2016-04-01
810890500,12,2016-10-01
420212910,12,2016-10-01
420329900,21,2016-10-01
610190800,22,2016-10-01
610331000,13,2016-10-01
610339000,21,2016-10-01
610442000,41,2016-10-01
611011300,29,2016-10-01
611011900,49,2016-10-01
611020910,49,2016-10-01
611030910,34,2016-10-01
611190900,8,2016-10-01
611490000,43,2016-10-01
620119000,13,2016-10-01
620729000,3,2016-10-01
621111000,18,2016-10-01
640319000,35,2016-10-01
640320000,15,2016-10-01
640351910,11,2016-10-01
640351990,15,2016-10-01
730830000,26,2016-10-01
852871910,12,2016-10-01
721631100,5,2016-10-01
721633900,4,2016-10-01
830510000,4,2016-10-01
900890000,8,2016-10-01
850720800,30,2016-10-01
840820570,5,2016-10-01
840890610,4,2016-10-01
850239200,3,2016-10-01
850870000,19,2016-10-01
830110000,37,2016-10-01
830140110,9,2016-10-01
830260000,32,2016-10-01
853529000,9,2016-10-01
630539000,4,2016-10-01
840721990,3,2016-10-01
848390200,20,2016-10-01
720690000,4,2016-10-01
847790100,8,2016-10-01
392321000,66,2016-10-01
851770150,4,2016-10-01
701090410,6,2016-10-01
901850900,30,2016-10-01
901890500,27,2016-10-01
610459000,14,2016-10-01
40210990,9,2016-10-01
722300110,7,2016-10-01
844811000,2,2016-10-01
820770310,10,2016-10-01
901580990,26,2016-10-01
731210490,9,2016-10-01
853530900,7,2016-10-01
854419000,25,2016-10-01
701090430,7,2016-10-01
710691000,7,2016-10-01
481820990,12,2016-10-01
820900800,13,2016-10-01
720421900,2,2016-10-01
870892350,33,2016-10-01
401039000,21,2016-10-01
851110000,28,2016-10-01
870850550,11,2016-10-01
870850990,23,2016-10-01
870891990,24,2016-10-01
870894350,21,2016-10-01
870894990,18,2016-10-01
940540950,18,2016-10-01
820530000,13,2016-10-01
846190000,15,2016-10-01
740822000,4,2016-10-01
750522000,6,2016-10-01
900410990,12,2016-10-01
950621000,9,2016-10-01
842542000,29,2016-10-01
846792000,19,2016-10-01
210210900,7,2016-10-01
210220190,3,2016-10-01
230990200,6,2016-10-01
400219900,5,2016-10-01
721699000,7,2016-10-01
400270000,10,2016-10-01
871420000,26,2016-10-01
330430000,61,2016-10-01
391690100,10,2016-10-01
841480110,41,2016-10-01
410712910,9,2016-10-01
170211000,4,2016-10-01
250100990,14,2016-10-01
293339990,21,2016-10-01
300190200,5,2016-10-01
300290500,19,2016-10-01
300339000,11,2016-10-01
382490300,5,2016-10-01
350400900,15,2016-10-01
350790900,30,2016-10-01
350400100,6,2016-10-01
845380000,3,2016-10-01
380891900,21,2016-10-01
190590100,10,2016-10-01
392010240,15,2016-10-01
900792000,10,2016-10-01
853223000,4,2016-10-01
853650150,12,2016-10-01
900791000,33,2016-10-01
844190100,22,2016-10-01
441700000,21,2016-10-01
281119800,4,2016-10-01
392099900,30,2016-10-01
820810000,18,2016-10-01
846630000,15,2016-10-01
902590000,47,2016-10-01
381800100,18,2016-10-01
900490900,32,2016-10-01
722790950,4,2016-10-01
902410130,4,2016-10-01
340600000,73,2016-10-01
700231000,4,2016-10-01
721129000,3,2016-04-01
702000300,7,2016-04-01
843830000,3,2016-04-01
551329000,3,2016-04-01
870880910,9,2016-04-01
271019870,17,2016-04-01
870432990,6,2016-04-01
847030000,3,2016-04-01
900510000,4,2016-04-01
81320000,4,2016-04-01
660191000,5,2016-04-01
940591100,4,2016-04-01
960329800,18,2016-04-01
20714700,6,2016-04-01
20714990,8,2016-04-01
370590100,3,2016-04-01
847090000,11,2016-04-01
843142000,5,2016-04-01
960390910,8,2016-04-01
681189000,3,2016-04-01
847960000,4,2016-04-01
280920000,7,2016-04-01
853941000,12,2016-10-01
853949000,32,2016-10-01
761510100,9,2016-10-01
170490100,4,2016-10-01
180690900,29,2016-10-01
200791100,8,2016-10-01
510990000,9,2016-10-01
950490100,16,2016-10-01
620469110,6,2016-10-01
852712100,5,2016-10-01
848180870,25,2016-10-01
852910310,8,2016-10-01
940169000,29,2016-10-01
520932000,9,2016-10-01
521152000,6,2016-10-01
540754000,8,2016-10-01
540761300,11,2016-10-01
540772000,6,2016-10-01
540782000,8,2016-10-01
551321000,4,2016-10-01
551341000,3,2016-10-01
551442000,5,2016-10-01
551511100,6,2016-10-01
551622000,8,2016-10-01
560313100,9,2016-10-01
580632900,17,2016-10-01
581100000,4,2016-10-01
590320100,9,2016-10-01
960621000,17,2016-10-01
960711000,14,2016-10-01
730300100,6,2016-10-01
840690900,11,2016-10-01
853890190,25,2016-10-01
170490550,14,2016-10-01
401410000,7,2016-10-01
