Product,Value
381519100,2375
381519900,678149
381590100,41487
381590900,9489186
381600000,4929960
381700500,16294
381800100,7904270
381800900,2709830
381900000,9438617
382000000,3550270
382100000,12396840
382200000,111164056
382311000,49841
382312000,4261
382313000,3830
382319100,159323
382319900,205764
382370000,10683818
382410000,1095130
382430000,2915331
382440000,1084295
382450100,130088
382450900,533753
382460190,5168
382460990,24227
382478100,100110
382478200,488205
382478300,259945
382478400,262047
382478900,238287
382479000,132520
382490100,1017903
382490150,14588
382490200,138945
382490250,10903
382490300,25723
382490450,1300193
382490500,671690
382490550,54623
382490580,4406023
382490610,1847
382490640,2143010
382490650,197396
382490700,4870446
382490750,22667
382490870,80333
382490920,13188210
382490930,2191034
382490960,24253868
382510000,580184
382520000,4509
382530000,3112
382590100,3673
382590900,63134
382600100,371144
382600900,72672
390110100,6113915
390110900,21807903
390120100,267504
390120900,2776269
390130000,4090889
390190300,521051
390190900,1325308
390210000,14556649
390220000,358733
390230000,8231705
390290100,18902
390290200,10882
390290900,1393808
390311000,448730
390319000,538298
390320000,26522
390330000,713559
390390100,20330
390390200,9954
390390900,1360172
390410000,7716104
390421000,1396566
390422000,2710458
390440000,31216
390450100,1586
390450900,13019
390461000,2597163
390469100,1149
390469200,6743
390469800,2159467
390490000,205253
390512000,208712
390519000,83340
390521000,756746
390529000,210218
390530000,2465803
390591000,4951823
390599100,1423
390599900,302964
390690100,312632
390690500,140846
390690600,167082
390690900,26214865
390710000,177437
390720110,1273196
390720200,1038049
390720990,13515423
390730000,5458831
390740000,596805
390750000,374648
390791100,2669021
390791900,443009
390799100,225176
390799900,10936705
390810000,2958369
390890000,793163
390910000,1060675
390920000,102790
390930000,1554492
390940000,4046044
390950100,707938
390950900,8124582
391000000,20938901
391110000,78236
391190110,156996
391190130,11641
391190190,791025
391190920,12124
391190990,4710264
391211000,18488
391212000,21662
391220110,5503
391231000,150435
391239850,4349681
391290100,345221
391290900,493578
391390000,893772
391400000,2833777
391510000,7598475
391520000,345502
391530000,1093258
391590110,269034
391590800,1608155
391610000,785972
391620000,1390970
391690100,887184
391690500,832253
391690900,3289747
391710100,2725290
391710900,116213
391721100,4057641
391721900,574382
391722100,259412
391722900,541418
391723100,2438653
391723900,284682
391729000,3904222
391731000,4118490
391732000,4873057
391733000,2083959
391739000,4063495
391740000,10792454
391810100,4591093
391810900,7049547
391890000,618671
391910120,1782369
391910150,3516100
391910190,1864669
391910800,3438881
391990000,17455444
392010230,850855
392010240,2888707
392010250,4951654
392010280,2286168
392010400,2338094
392010810,130386
392010890,8552198
392020210,15985443
392020290,391278
392020800,1635997
392030000,2232649
392043100,4413120
392043900,615195
392049100,3283508
392049900,606752
392059900,1347502
392061000,5321861
392062120,130416
392062900,565766
392063000,57608
392069000,3730722
392071000,2798157
392073100,8228
392073800,805351
392091000,14261
392092000,771790
392093000,7000
392094000,991938
392099210,518538
392099280,6353549
392099520,1350
392099530,65901
392099590,819984
392099900,2272326
392111000,775001
392112000,2239147
392113100,3345867
392113900,2481448
392114000,23318
392119000,8716653
392190100,1924698
392190300,1286501
392190410,2374848
392190430,2469795
392190490,729124
392190550,478958
392190600,3457216
392190900,5162401
392210000,1429293
392220000,522375
392290000,2281302
392310000,17252718
392321000,14603515
392329100,834009
392329900,4940371
392330100,8910164
392330900,1790624
392340100,25095
392340900,217785
392350100,5874250
392350900,7587186
392390000,6213118
392410000,11184981
392490000,7609248
392510000,817682
392520000,2671297
392530000,1905734
392590100,3610795
392590200,2066444
392590800,2560473
392610000,3037396
392620000,2870881
392630000,3664221
392640000,1239037
392690500,1162732
392690920,5772030
392690970,59087133
400110000,233760
400121000,20321
400122000,482164
400129000,37905
400130000,2676
400211000,278876
400219100,14157
400219300,2445227
400219900,250632
400231000,28761
400241000,127780
400249000,137952
400259000,250894
400260000,1333
400270000,45848
400280000,10383
400291000,44615
400299100,51876
400299900,849287
400300000,69288
400400000,568767
400510000,7705690
400520000,225832
400591000,1364226
400599000,3992014
400610000,26654
400690000,2041859
400700000,269001
400811000,1463011
400819000,126755
400821100,3729095
400821900,3556093
400829000,1707823
400911000,1563025
400912000,670029
400921000,621086
400922000,1749319
400931000,1042184
400932000,745463
400941000,224302
400942000,10685521
401011000,307770
401012000,645157
401019000,515631
401031000,1548305
401032000,44469
401033000,860508
401034000,8452
401035000,3798264
401036000,584043
401039000,3286666
401110000,23525813
401120100,6172918
401120900,5344217
401130000,5479128
401140000,388186
401150000,346570
401161000,140532
401163000,428293
401169000,2662
401192000,330382
401193000,202251
401194000,64873
401199000,65945
401211000,352317
401212000,1667020
401213000,602985
401219000,48377
401220000,484033
401290200,188170
401290900,4579
401310000,14966
401320000,70201
401390000,23774
401410000,605355
401490000,537348
401511000,204409
401519000,1475472
401590000,672745
401610000,1201238
401691000,1182470
401692000,211243
401693000,17858424
401694000,235888
401695000,239455
401699520,846373
401699570,1292603
401699910,2409003
401699970,3186696
401700000,179949
410120100,61209
410120300,1126224
410120800,3500
410150100,655102
410150300,6429198
410150500,531242
410190000,80900
410210100,1806973
410210900,1436245
410229000,387407
410390000,10110
410411100,129810
410411590,2474
410419100,5914
410419510,85021
410419590,111315
410419900,9795
410441110,7670
410441190,64709
410449190,34878
410449900,24620
410621000,1288
410622100,1505
410691000,89881
410692000,19460
410711110,14667
410711190,44642
410711900,207704
410712110,30628
410712190,57683
410712910,2390113
410719100,164587
410719900,42693
410791100,34245
410791900,20208
410792100,5882864
410792900,6508
410799100,1179286
410799900,3301
411200000,804128
411310000,85533
411320000,6005
411410100,219779
411410900,3590
411420000,1727
411510000,2925731
420100000,2514248
420211100,2643778
420211900,2019822
420212110,258681
420212190,1513006
420212500,1095219
420212910,2241395
420212990,975102
420219100,106254
420219900,1070657
420221000,17466176
420222100,3987972
420222900,2890962
420229000,648548
420231000,5090321
420232100,1791748
420232900,640658
420239000,125235
420291100,1874323
420291800,1365767
420292110,1484693
420292150,50806
420292190,1838883
420292910,4458562
420292980,3060687
420299000,922375
420310000,6394488
420321000,283434
420329100,282077
420329900,1298879
420330000,1950089
420340000,294087
420500110,574835
420500190,41814
420500900,1062370
430110000,4561
430130000,9658
430160000,15602
430180000,17176
430211000,447255
430219150,159776
430219490,1300
430219750,120933
430219990,103315
430230100,26408
430230990,51637
430310100,6506
430310900,1659092
430390000,251886
430400000,115205
440121000,466280
440122000,149880
440139800,169561
440210000,14164
440290000,30411
440320990,409287
440410000,51354
440420000,172976
440500000,94888
440690000,9250
440710150,239595
440710980,890765
440728990,46726
440729150,11271
440729600,7433
440729950,8721
440791900,214058
440792000,4641
440793990,11300
440799910,37288
440799980,805775
440810150,44782
440839300,73856
440839950,3014
440890850,257244
440890950,26216
440910180,394198
440929100,335105
440929910,401812
440929990,90937
441011100,366022
441011300,766292
441011500,256026
441011900,107740
441012900,1001137
441090000,2440
441112900,33118
441113900,48712
441114100,307331
441114900,286100
441194100,6888
441194900,16993
441210000,43602
441231100,29484
441231900,717887
441232100,91297
441239000,395934
441294900,5413
441299400,46614
441299500,42792
441299850,66735
441300000,123438
441400100,61161
441400900,665462
441510100,638959
441510900,288463
441520200,1615339
441520900,339553
441600000,342088
441700000,485232
441810100,31125
441820100,5117
441820500,313962
441820800,1045402
441860000,103460
441872000,411719
441879000,106601
441890100,151630
441890800,896924
441900100,39117
441900900,890506
442010110,53571
442010190,241181
442090100,68318
442090910,195119
442090990,270284
442110000,155989
442190910,367412
442190970,2447292
450110000,20610
450310900,6944
450390000,21847
450410110,29209
450410910,145477
450410990,22489
450490800,72748
460199900,27361
460212000,66411
460219100,18002
460219900,131132
460290000,81320
470100100,9912
470100900,48153
470620000,229070
470710000,30104688
470720000,4119324
470730100,4486560
470730900,850913
470790100,7633729
470790900,11361618
480100000,8898500
480210000,101251
480220000,396170
480240100,57891
480240900,101993
480254000,100055
480255150,10757
480255250,508679
480255900,346276
480256200,755426
480256800,246501
480257000,12637053
480258100,128668
480258900,2627962
480261150,242278
480261800,65015
480262000,58273
480269000,2441903
480300100,47594
480300310,1022298
480300900,1231236
480411110,85785
480411900,21961
480421100,1918
480421900,21755
480431510,46313
480439510,847799
480439800,702692
480449000,201269
480459900,33526
480511000,22484
480519100,1829367
480540000,2155691
480550000,6504
480591000,473012
480592000,792034
480593200,973467
480593800,120371
480610000,326685
480620000,658405
480630000,750493
480640100,42528
480640900,23989
480700800,896399
480810000,2097445
480840000,888685
480890000,776193
480920000,53202
480990000,103975
481013000,706773
481019000,1765887
481022000,3688656
481029300,260183
481029800,65108
481031000,25164
481039000,47561
481092900,6648547
481099800,416846
481110000,43513
481141200,146703
481141900,11565052
481149000,1818118
481151000,478415
481159000,4543332
481160000,819540
481190000,7645416
481200000,552151
481310000,636175
481390100,1873046
481390900,109987
481420000,3668933
481490100,1368959
481490700,1009432
481620000,15039
481690000,483317
481710000,1325791
481720000,248918
481730000,241546
481810100,7194484
481820100,2199087
481820910,2164528
481820990,681537
481830000,1496217
481850000,90335
481890100,991178
481890900,904853
481910000,10555726
481920000,7959796
481930000,322671
481940000,3769109
481950000,4140654
481960000,351183
482010100,2004961
482010300,1532674
482010500,1056826
482010900,396972
482020000,104192
482030000,1022270
482040000,73780
482050000,163192
482090000,447274
482110100,8213179
482110900,1315105
482190100,2407233
482190900,639879
482210000,7636
482290000,285457
482320000,8650146
482340000,315967
482369100,1700703
482369900,2491754
482370100,463711
482370900,350374
482390400,227071
482390850,3760719
490110000,22560769
490191000,4940747
490199000,135225001
490210000,5284789
490290000,23082418
490300000,2257585
490400000,2099485
490510000,81841
490591000,120590
490599000,3838227
490600000,93083
490700100,4003357
490700300,10446856
490700900,850840
490810000,755054
490890000,763276
490900000,2884150
491000000,1490868
491110100,1540185
491110900,4521734
491191000,3152215
491199000,12526332
500100000,8875
500200000,12338
500400900,23831
500600100,25048
500600900,5443
500710000,194976
500720110,230225
500720190,255356
500720210,15933
500720310,29946
500720390,78523
500720590,59300
500720610,115782
500720690,302798
500720710,25503
500790100,40475
500790300,37482
500790500,167493
500790900,24189
510111000,928630
510119000,103192
510121000,1920424
510129000,563238
510211000,200626
510219100,3646
510220000,5626
510310100,233026
510330000,21739
510510000,52410
510521000,34308
510529000,812133
510531000,40391
510539000,236269
510540000,5415
510610100,183073
510610900,715389
510620990,1316829
510710100,259690
510710900,533402
510720300,18011
510720990,193125
510810100,6844
510810900,774646
510820900,1232
510910100,51115
510910900,408044
510990000,147423
511000000,8315
511111000,1081713
511119000,2451816
511120000,29050
511130800,867447
511190100,34723
511190910,12531
511190980,96982
511211000,3085552
511219000,2634789
511220000,182622
511230800,898644
511290100,47759
511290910,84300
511290980,201073
511300000,24631
520100100,3889
520210000,2353
520299000,29917
520411000,18972
520419000,11734
520420000,52918
520511000,7074
520515100,16612
520515900,4713
520531000,798
520541000,28394
520542000,1095
520611000,2114
520710000,14929
520790000,945746
520811100,104253
520811900,120669
520812160,154131
520812190,112945
520812990,3456
520819000,14708
520821900,18411
520822960,166822
520822990,113357
520823000,13079
520831000,127318
520832960,43443
520833000,156614
520839000,1113597
520843000,27088
520849000,119695
520851000,135811
520852000,683781
520859100,23389
520859900,158389
520911000,95806
520912000,109890
520919000,123500
520921000,53041
520929000,12465
520931000,561549
520932000,502265
520939000,270676
520941000,24121
520942000,24920
520943000,54390
520949000,96264
520951000,525474
520952000,451420
520959000,200997
521011000,16281
521019000,14480
521031000,10613
521032000,8738
521039000,8606
521041000,11149
521051000,3166
521059000,12282
521111000,21556
521119000,64053
521120000,5218
521131000,26187
521132000,340691
521139000,151025
521141000,14083
521142000,69930
521149100,151898
521149900,57569
521151000,7120
521152000,622734
521159000,132258
521211100,7000
521211900,33234
521213100,2777
521213900,14204
521214900,24657
521215900,5053
521223100,185310
521223900,14865
521224100,9992
521224900,42932
521225100,39732
521225900,51551
530310000,1695
530390000,972
530500000,37292
530620900,1735
530890500,4139
530890900,1478
530911100,82245
530911900,267526
530919000,2682721
530921000,145898
530929000,948873
531010900,8619
531090000,22969
531100100,9626
540110120,60060
540110140,73983
540110180,1726412
540120100,6564
540120900,7103
540211000,182677
540220000,10023
540231000,99932
540232000,191850
540244000,52651
540245000,64838
540246000,920
540247000,138974
540248000,214800
540249000,277579
540259100,58195
540259900,135002
540262000,3751
540269100,51540
540269900,147655
540310000,951
540332000,56294
540412000,21339
540419000,759930
540490900,909605
540600000,34027
540710000,4052459
540720110,171558
540720190,887105
540720900,23348
540730000,2929
540741000,258427
540742000,415649
540743000,324722
540744000,109128
540751000,3028
540752000,3021205
540753000,453070
540754000,640283
540761100,105321
540761300,910929
540761500,108977
540761900,35460
540769100,7901
540769900,160259
540772000,196798
540773000,293995
540781000,21430
540782000,89608
540783000,73154
540784000,3532
540791000,21758
540792000,172068
540793000,279781
540794000,79583
540810000,305325
540822100,220545
540822900,33803
540823000,28469
540824000,9390
540832000,38325
540833000,73410
540834000,297826
550120000,47972
550130000,387843
550190000,60076
550200100,23116
550311000,6831
550320000,1389869
550330000,83002
550340000,1286914
550390000,155814
550410000,14004
550510100,140788
550510500,700865
550510900,72906
550520000,1740
550610000,27784
550620000,127525
550630000,19289
550700000,3872
550810100,15050
550810900,5371
550820100,6218
550820900,42422
550911000,8997
550912000,34406
550921000,11711
550922000,15401
550941000,2371
551012000,48992
551090000,209922
551110000,415362
551120000,60879
551130000,9997
551211000,53358
551219100,501874
551219900,1392955
551229900,430747
551291000,1131
551299900,290736
551311200,5463
551321000,43156
551323100,11971
551329000,69044
551331000,8318
551339000,5503
551341000,423465
551411000,37015
551412000,46237
551419100,88327
551422000,201554
551429000,59169
551430300,17163
551430500,2644
551430900,40473
551442000,2072773
551443000,10772
551449000,2640
551511100,57763
551511300,67473
551511900,1808091
551512100,5932
551512300,151343
551512900,484692
551513190,194822
551513910,26217
551513990,105359
551519100,9712
551519300,436935
551519900,134469
551521300,31994
551521900,24194
551529000,73724
551591100,29068
551591900,277621
551599200,5820
551599800,17684
551611000,157217
551612000,168789
551613000,64544
551614000,163181
551622000,395889
551623100,52045
551623900,55180
551624000,14968
551632000,3818
551633000,103868
551641000,13498
551642000,4942
551643000,124618
551644000,14616
551691000,7442
551692000,111244
551693000,373718
551694000,79518
560121100,275794
560121900,124256
560122100,103747
560122900,1408460
560129000,40611
560130000,1331825
560210190,866715
560210310,10655
560210380,92609
560210900,919493
560221000,38631
560229000,73109
560290000,63735
560311100,384697
560311900,1245515
560312100,1303995
560312900,1968151
560313100,2058998
560313900,1608468
560314100,401828
560314900,980679
560392900,143203
560393900,153264
560394100,18171
560394900,560405
560410000,308082
560490900,72651
560500000,999730
560600100,42296
560721000,83358
560729000,11616
560741000,20766
560749110,203145
560749190,83081
560749900,586925
560750110,471495
560750190,98606
560750300,503526
560750900,677199
560790200,10961
560790900,1058653
560811200,11970
560819110,959754
560819300,41430
560819900,111629
560890000,176655
560900000,1288777
570110100,333358
570110900,370725
570190100,67112
570190900,157556
570210000,83844
570220000,99364
570231100,2375854
570231800,339703
570232900,147880
570239000,27565
570241100,419960
570241900,46375
570242100,13822
570242900,264556
570249000,33335
570250100,145352
570250310,12133
570250900,15670
570291000,24192
570292100,31032
570299000,55763
570310000,666585
570320120,1137819
570320180,136615
570320920,482444
570320980,6243664
570330120,47452
570330180,1116161
570330880,213012
570390200,26715
570390800,173599
570410000,356333
570490000,401641
570500300,2147627
570500800,261806
580110000,747687
580121000,15034
580122000,32058
580123000,35143
580126000,39054
580127000,394936
580131000,12736
580132000,20317
580133000,135911
580136000,1119404
580137000,1147693
580190100,16542
580190900,127216
580219000,20766
580220000,11591
580230000,9952
580300100,16289
580300900,7963
580410100,165425
580410900,30989
580421100,47549
580421900,201489
580429100,178011
580429900,5582
580430000,151503
580500000,11016
580610000,149247
580620000,145289
580631000,39129
580632100,585810
580632900,1246132
580639000,28022
580640000,30064
580710100,481369
580710900,755018
580790100,106741
580790900,158145
580810000,63059
580890000,232141
580900000,50622
581010100,82704
581010900,49379
581091100,66249
581091900,27642
581092100,124319
581092900,209532
581099100,281723
581099900,40825
581100000,337267
590110000,267972
590190000,137394
590210900,2299
590220100,4006
590220900,44721
590290100,3930
590290900,17609
590310100,412787
590310900,2583546
590320100,905858
590320900,7831301
590390100,615157
590390910,151605
590390990,1125028
590410000,1800708
590490000,19780
590500100,77674
590500300,2725
590500900,56540
590610000,1159870
590691000,16809
590699100,550918
590699900,1386052
590700000,2180779
590800000,21674
590900100,962903
590900900,379317
591000000,643109
591110000,683977
591120000,67510
591131110,911500
591131190,97128
591131900,405926
591140000,110577
591190100,254118
591190900,2503344
600110000,222452
600121000,7275
600122000,72401
600191000,1338
600192000,509238
600199000,140186
600240000,70634
600290000,363359
600310000,1864
600330100,90513
600330900,14241
600340000,20577
600390000,6927
600410000,1337673
600490000,621694
600521000,4032
600522000,1187
600523000,1861
600531100,4608
600531500,10666
600531900,723513
600532100,1039
600532500,25291
600532900,1213567
600533900,77136
600534100,1848
600534900,2713
600544000,28730
600590900,41429
600610000,41686
600621000,24519
600622000,156943
600623000,4619
600624000,27454
600631900,115791
600632900,539714
600633900,61627
600642000,92374
600644000,38433
600690000,206286
610120100,1621198
610120900,1600164
610130100,337132
610130900,1517455
610190200,437158
610190800,151283
610210100,603234
610210900,58541
610220100,240826
610220900,1648612
610230100,757921
610230900,2083835
610290100,421163
610290900,116873
610310100,296398
610310900,83949
610322000,78282
610323000,69054
610329000,32023
610331000,92586
610332000,303936
610333000,640803
610339000,352726
610341000,83958
610342000,5357417
610343000,1389991
610349000,625336
610413000,644800
610419200,208013
610419900,66628
610422000,206507
610423000,124136
610429100,2361
610429900,131706
610431000,125925
610432000,549074
610433000,898332
610439000,209422
610441000,906584
610442000,4103240
610443000,13059136
610444000,5144560
610449000,878119
610451000,82754
610452000,360231
610453000,1132800
610459000,327734
610461000,293172
610462000,4958998
610463000,3237544
610469000,825226
610510000,9645282
610520100,934535
610520900,69223
610590100,152489
610590900,265771
610610000,1731569
610620000,3163274
610690100,33167
610690300,28921
610690900,989072
610711000,2626164
610712000,170805
610719000,824761
610721000,804174
610722000,138243
610729000,26155
610791000,293741
610799000,331392
610811000,241058
610819000,437187
610821000,1391718
610822000,1439891
610829000,226365
610831000,2007178
610832000,778333
610839000,197162
610891000,379954
610892000,880729
610899000,112271
610910000,31889864
610990200,7588695
610990900,3011201
611011100,2493352
611011300,2557568
611011900,2334743
611012100,1430983
611012900,4345272
611019100,600323
611019900,585838
611020100,3573953
611020910,13524866
611020990,11943448
611030100,2218021
611030910,4707822
611030990,10343386
611090100,102373
611090900,1393585
611120100,379812
611120900,4984201
611130900,492213
611190110,4101
611190190,32662
611190900,240087
611211000,1779205
611212000,472707
611219000,64698
611220000,98379
611231100,86074
611231900,1022601
611239900,23924
611241100,471263
611241900,3816186
611249100,890
611249900,108359
611300100,412596
611300900,532983
611420000,1769245
611430000,3784579
611490000,647595
611510100,233259
611510900,239516
611521000,551428
611522000,168721
611529000,608436
611530110,6047
611530190,13677
611530900,24013
611594000,302112
611595000,5192400
611596100,60766
611596910,53319
611596990,1803706
611599000,714431
611610200,269906
611610800,587259
611691000,127064
611692000,171726
611693000,745121
611699000,75403
611710000,2009847
611780100,302799
611780800,267684
611790000,108686
620111000,3551791
620112100,1591949
620112900,1193436
620113100,2838731
620113900,751550
620119000,426713
620191000,509845
620192000,2276588
620193000,7951450
620199000,397758
620211000,5535065
620212100,1287281
620212900,2610686
620213100,5287150
620213900,2538760
620219000,1243036
620291000,493334
620292000,1037671
620293000,6833958
620299000,5475814
620311000,1645206
620312000,324951
620319100,79808
620319300,126503
620319900,1133136
620322100,41960
620322800,20949
620323100,5413
620323800,50787
620329110,1500
620329180,11820
620329900,97456
620331000,2548019
620332100,256600
620332900,2455227
620333100,1235702
620333900,3800661
620339110,61662
620339190,94440
620339900,1142765
620341100,696440
620341900,341123
620342110,316389
620342310,12630386
620342330,207828
620342350,6581780
620342510,64614
620342590,44501
620342900,873489
620343110,592664
620343190,2676911
620343310,106013
620343390,77152
620343900,721480
620349110,50590
620349190,148823
620349310,27992
620349500,204554
620349900,481837
620411000,482699
620412000,432133
620413000,358224
620419100,145166
620419900,282544
620421000,11503
620422100,3783
620422800,615963
620423100,28235
620423800,108199
620429110,4607
620429180,23441
620429900,86833
620431000,1090375
620432100,133555
620432900,1745912
620433100,102322
620433900,3729131
620439110,64877
620439190,405488
620439900,559028
620441000,1171433
620442000,5623612
620443000,24802608
620444000,5542476
620449100,3919569
620449900,2247183
620451000,563504
620452000,1216863
620453000,2790525
620459100,519886
620459900,614542
620461100,620157
620461850,71564
620462110,217132
620462310,14912587
620462330,259865
620462390,4395112
620462590,222283
620462900,988359
620463110,215643
620463180,3406673
620463310,5269
620463390,95359
620463900,533623
620469110,69045
620469180,1324479
620469310,5168
620469390,6967
620469500,88464
620469900,946904
620520000,13366528
620530000,1224832
620590100,234809
620590800,361435
620610000,1948031
620620000,196004
620630000,4861352
620640000,11079500
620690100,166987
620690900,1360629
620711000,984412
620719000,130380
620721000,425624
620722000,48839
620729000,11810
620791000,350862
620799100,24031
620799900,50416
620811000,185987
620819000,64897
620821000,954712
620822000,389186
620829000,207022
620891000,316118
620892000,432848
620899000,233687
620920000,1441436
620930000,434539
620990900,375298
621010100,1925177
621010920,97224
621010980,2412346
621020000,888519
621030000,70445
621040000,3192461
621050000,3530434
621111000,588972
621112000,655814
621120000,62080
621132100,799618
621132900,449096
621133100,1883025
621133310,4810
621133410,235055
621133900,668479
621139000,298514
621142100,275840
621142310,1228
621142900,455054
621143100,570864
621143310,3556
621143410,128526
621143420,46162
621143900,3528759
621149000,879899
621210100,899372
621210900,6370112
621220000,73640
621230000,87683
621290000,890088
621320000,55662
621390000,75280
621410000,560406
621420000,2681253
621430000,1156514
621440000,176054
621490000,860076
621510000,1559130
621520000,243316
621590000,161332
621600000,844681
621710000,9737282
621790000,1148143
630110000,319431
630120100,318554
630120900,376523
630130100,53038
630130900,229089
630140100,193334
630140900,153993
630190900,238993
630210000,513333
630221000,1704589
630222900,915893
630229900,69788
630231000,1335347
630232100,18025
630232900,236306
630239900,75183
630240000,43177
630251000,234865
630253900,73361
630259100,28372
630259900,14961
630260000,2234071
630291000,375020
630293100,5659
630293900,295196
630299100,29960
630299900,96497
630312000,28059
630319000,84672
630391000,365190
630392100,138678
630392900,538697
630399100,51848
630399900,428833
630411000,12239
630419100,140612
630419900,39796
630491000,828836
630492000,199491
630493000,396385
630499000,462769
630510100,2283695
630510900,70300
630520000,109277
630532110,56672
630532190,107252
630532900,287584
630533900,144801
630539000,427890
630590000,74092
630612000,388936
630619000,212223
630622000,530597
630629000,129932
630630000,950772
630640000,108212
630690000,123795
630710100,446492
630710300,291015
630710900,611116
630720000,2010127
630790100,599221
630790910,361133
630790920,189856
630790980,6309461
630800000,43680
630900000,27891200
631010000,201844
631090000,82718
640110000,328997
640192100,927927
640192900,233742
640199000,172269
640212100,560303
640212900,24623
640219000,1088231
640220000,476744
640291100,27744
640291900,4088357
640299050,91496
640299100,429701
640299310,547126
640299390,1180595
640299500,166154
640299910,1109667
640299930,1191554
640299960,1384204
640299980,3692316
640312000,161824
640319000,6560263
640320000,322863
640340000,1205375
640351050,622355
640351110,202723
640351150,895008
640351190,2182193
640351910,188770
640351950,396695
640351990,363118
640359050,708229
640359110,341420
640359310,644995
640359350,492801
640359390,1993247
640359500,359019
640359910,178731
640359950,3440891
640359990,2234319
640391050,683091
640391110,868594
640391130,1224762
640391160,5346927
640391180,5323152
640391910,257927
640391930,68421
640391960,290067
640391980,1582384
640399050,216911
640399110,446666
640399310,54419
640399330,22478
640399360,974358
640399380,1000338
640399500,445667
640399910,2098576
640399930,4808280
640399960,13501403
640399980,7253317
640411000,22963052
640419100,691407
640419900,15304729
640420100,709259
640420900,2054567
640510000,759405
640520100,37773
640520910,749007
640520990,1490235
640590100,1479015
640590900,436723
640610100,1895
640610900,85796
640620100,172224
640620900,9577
640690300,17084
640690500,900708
640690600,64506
640690900,719339
650100000,75621
650200000,6703
650400000,330443
650500100,266481
650500300,2321528
650500900,5543322
650610100,1822726
650610800,1603299
650691000,209468
650699100,15717
650699900,305703
650700000,387772
660110000,237122
660191000,218681
660199200,235338
660199900,252951
660200000,378197
660320000,8002
660390100,28314
660390900,18276
670100000,43699
670210000,176819
670290000,177288
670300000,758098
670411000,620303
670419000,1281061
670420000,357507
670490000,89044
680100000,132771
680210000,28446
680221000,74966
680223000,7310
680229000,182918
680291000,67705
680292000,2984
680293100,51598
680293900,35422
680299900,52905
680300100,579063
680300900,398930
680410000,46528
680421000,774413
680422120,125703
680422180,86603
680422300,282947
680422500,88754
680422900,244129
680423000,4191
680430000,82450
680510000,249398
680520000,2301269
680530000,4758180
680610000,6496983
680620100,158848
680620900,184288
680690000,6131696
680710000,415902
680790000,71544
680800000,163130
680911000,791722
680990000,82193
681011100,111961
681011900,338224
681019000,895543
681091000,220848
681099000,3539544
681140000,14289
681182000,319157
681189000,131227
681292000,8040
681293000,2401
681299900,1459
681320000,56761
681381000,5726095
681389000,278533
681410000,624253
681490000,11181
681510100,20725445
681510900,1670431
681520000,17972
681591000,47548
681599000,1169427
690100000,154652
690210000,35428
690220100,996448
690220910,727126
690220990,558563
690290000,497189
690310000,752397
690320100,738347
690320900,2283210
690390100,161041
690390900,911187
690410000,644816
690490000,182641
690510000,13814
690590000,93067
690600000,529347
690710000,15346
690790200,57928
690790800,354726
690810000,7316
690890110,19616
690890200,237257
690890910,24959
690890930,445001
690890990,303830
690911000,136732
690912000,508492
690919000,2819709
690990000,422366
691010000,1663068
691090000,663433
691110000,7497011
691190000,644362
691200210,1207837
691200230,4180249
691200250,2811294
691200290,812823
691200810,567102
691200830,142170
691200850,163151
691200890,255106
691310000,481247
691390100,258657
691390930,92387
691390980,486696
691410000,173248
691490000,1439508
700100100,427435
700210000,41792
700231000,164377
700232000,55372
700239000,21793
700312100,1999
700312910,4222
700312990,3493
700319900,201551
700330000,77819
700420100,1854
700420990,11496
700490100,23430
700510050,31612
700510250,27610
700510300,284737
700510800,221990
700521250,9938
700529350,216611
700529800,294931
700600100,168283
700600900,222162
700711100,2005282
700711900,476493
700719100,6257
700719200,2134
700719800,352226
700721200,4056231
700721800,294279
700729000,1475934
700800810,171206
700800890,7312
700910000,3977768
700991000,485203
700992000,1110054
701010000,38416
701020000,157330
701090100,115339
701090210,396751
701090310,31430
701090410,765107
701090430,1542709
701090450,664452
701090470,70158
701090510,326917
701090530,2320094
701090550,378329
701090570,89360
701090610,47834
701090670,61995
701090710,399192
701090790,47399
701090910,465169
701090990,152924
701110000,158708
701120000,6094
701190000,34277
701310000,188528
701322100,81658
701322900,327907
701328100,53347
701328900,311560
701333110,40693
701333190,5442
701333910,34042
701333990,44062
701337100,371292
701337510,153671
701337590,177913
701337910,109994
701337990,411234
701341100,95991
701341900,167108
701342000,98397
701349100,511873
701349910,127649
701349990,175895
701391100,165729
701391900,43359
701399000,1425783
701400000,400287
701510000,162068
701590000,354983
701610000,36280
701690100,81582
701690700,43275
701790000,728515
701810110,26834
701810190,4799
701810300,47501
701810590,5131
701820000,365393
701890100,5571
701890900,137866
701911000,89560
701912000,3631925
701919100,1832133
701919900,177500
701931000,252115
701932000,3063389
701939000,4842986
701940000,309756
701951000,159501
701952000,769697
701959000,2862950
701990000,8672860
702000050,264984
702000080,5073
702000100,89076
702000300,165515
702000800,1158169
710110000,155899
710121000,17179
710122000,32245
710221000,570995
710229000,341741
710231000,907188
710239000,49316845
710310000,74138
710391000,4580779
710399000,644168
710410000,900
710490000,805395
710510000,1102039
710590000,29927
710610000,803411
710691000,19132277
710692000,2265579
710700000,68211
710811000,72198
710812000,96288
710813100,5272597375
710813800,102005
710900000,62430
711011000,76287473
711019100,56682333
711019800,1319371
711021000,70813275
711029000,62343301
