Product,Value
711031000,6242081
711039000,252322
711041000,3995636
711049000,2749863
711100000,12363
711230000,4171777
711291000,4361376
711292000,4287967
711299000,23253704
711311000,9389516
711319000,392913001
711320000,584615
711411000,889251
711419000,355556
711420000,214882
711510000,9268629
711590000,4103293
711610000,232868
711620110,558292
711620800,267425
711711000,1936788
711719000,5581138
711790000,3604372
711810000,214832
720110110,2842
720211200,59927
720219000,32337
720221000,422354
720229900,6360
720249100,133368
720260000,11537
720270000,3986191
720280000,118145
720291000,2968288
720299100,23563
720299300,7315
720299800,598977
720310000,253337
720410000,8536057
720421100,2212711
720421900,3542224
720429000,12655860
720430000,15731587
720441100,2425446
720441910,2954345
720441990,3021506
720449100,36422732
720449300,2256348
720449900,47011688
720510000,771116
720521000,1913447
720529000,718215
720610000,375013
720690000,218037
720711110,10798
720711140,241050
720711900,231909
720712100,5500368
720712900,3026
720719120,1199398
720719190,208734
720719800,256315
720720150,136401
720720170,9240949
720720520,611583
720720800,441533
720810000,92215
720837000,2749975
720839000,3668126
720851200,2327909
720851910,108368
720851980,201465
720852910,55275
720852990,235506
720853100,13479
720853900,78732
720890800,83788
720915000,109073
720916100,21754
720916900,1818617
720917900,258942
720918910,13654
720918990,66547
720925000,14788
720926900,182585
720928100,6926
720990800,100192
721011000,412637
721012200,9040286
721030000,86917
721041000,35522
721049000,4400922
721050000,4432748
721061000,315087
721070100,13612
721070800,6540223
721090300,311111
721090800,793822
721113000,6745
721123800,4373
721129000,770514
721190800,16304
721210100,190994
721220000,12189
721230000,887937
721240200,726270
721240800,1481895
721250300,4457
721250400,24013
721250690,14355
721260000,486118
721310000,303772
721320000,3174120
721391100,247695
721391200,1755747
721391410,3613200
721391490,818788
721391700,4155675
721391900,1966776
721399100,4661
721399900,16104
721410000,176798
721420000,232048
721430000,340929
721491100,2702158
721499310,20514
721499390,205357
721499710,58206
721499950,364538
721510000,1511221
721550110,406199
721550190,167839
721550800,350268
721590000,613569
721610000,273612
721621000,401152
721631100,238886
721631900,40423
721632110,1778339
721632910,2514839
721633100,1230674
721633900,7790236
721640100,1537569
721640900,9764
721650100,403892
721650990,669716
721661100,92794
721661900,121987
721669000,30558
721691800,1115703
721699000,63559
721710100,60016
721710390,143389
721710500,1589036
721710900,1113760
721720100,66222
721720300,451722
721720900,351407
721730410,695467
721730490,29734
721790900,20812
721810000,746361
721891100,14303723
721899110,8499311
721899190,3023
721899200,454574
721899800,487383
721911000,1145
721912100,149979
721912900,13365
721914100,7528
721914900,23559
721921100,26642
721921900,5474
721922900,33323
721924000,270175
721931000,48478
721932100,184642
721933100,3451128
721933900,33768
721934100,847189
721935100,85189
721990200,7487
721990800,397563
722011000,30103
722012000,332771
722020210,50094
722020290,203424
722020410,416862
722020490,17891
722020810,169204
722090200,7747
722090800,30116
722100100,2066053
722100900,1814
722211110,845290
722211190,219391
722211810,1124968
722211890,158848
722219100,83648
722219900,76926
722220110,409556
722220190,767563
722220210,377056
722220290,53707
722220310,537607
722220390,55410
722220810,201536
722220890,21791
722230510,69826
722230910,83860
722230970,444987
722240100,222455
722240500,237028
722240900,409672
722300110,50828
722300190,550561
722300910,100962
722300990,302660
722410100,338203
722410900,216065
722490020,866133
722490050,1274
722490380,132949
722490900,253115
722511000,3430969
722540120,53169
722540400,115504
722540600,9044
722540900,103842
722550800,165255
722592000,4029362
722599000,278753
722611000,1105238
722619800,67457
722620000,20175
722691200,66326
722691910,254485
722691990,1136541
722692000,90766
722699100,2306
722699700,178819
722790100,1425609
722790500,145759
722790950,12596
722810500,37119
722810900,96874
722820100,3660
722820990,44152
722830610,4915804
722830690,148924
722830890,143021
722840900,239533
722850200,25194
722850610,59254
722850690,439086
722850800,12913
722860200,2638
722860800,568043
722870100,1469844
722870900,105455
722880000,700691
722920000,24550
722990200,100797
722990500,7555
722990900,204825
730110000,896691
730120000,1806740
730210100,68739
730210280,10642
730210400,795
730210500,471062
730230000,669806
730240000,73080
730290000,1313500
730300100,211282
730300900,174345
730411000,1754875
730419100,1032658
730419300,1225931
730419900,869523
730422000,376416
730423000,1200698
730424000,3791307
730429100,1774115
730429300,433394
730429900,987121
730431200,709348
730431800,172337
730439100,271514
730439580,1631
730439920,145955
730439930,17066
730439980,162776
730441000,1682351
730449100,58922
730449930,226768
730449950,171657
730449990,38929
730451120,9006
730451180,11854
730451810,138721
730451890,59446
730459920,381028
730459930,39568
730459990,52150
730490000,422365
730511000,105661
730512000,266662
730519000,521898
730520000,820618
730531000,1047750
730590000,377381
730611100,349771
730611900,795
730619100,230736
730619900,7472
730629000,855785
730630110,595315
730630190,463541
730630410,54323
730630490,467873
730630720,231708
730630770,971217
730630800,524595
730640200,200454
730640800,885968
730650200,97669
730650800,49246
730661100,32213
730661990,4530980
730669100,20545
730669900,145032
730690000,1224563
730711100,1601631
730711900,388128
730719100,381391
730719900,3956532
730721000,1535354
730722100,3480639
730722900,236475
730723100,1456142
730723900,1037391
730729100,3625429
730729800,8801208
730791000,2204828
730792100,830232
730792900,569456
730793110,249751
730793190,265957
730793910,96969
730793990,11873
730799100,1609887
730799800,5443388
730810000,2143760
730820000,557916
730830000,2186152
730840000,2396613
730890510,5102227
730890590,3171450
730890980,15747779
730900100,232846
730900300,1954557
730900510,2022094
730900590,696704
730900900,1785057
731010000,1690627
731021110,1447313
731021190,2836774
731021910,1129924
731021990,204435
731029100,783476
731029900,705717
731100110,622259
731100130,50203
731100190,25839
731100300,408193
731100910,972863
731100990,1225664
731210200,561759
731210410,144853
731210490,127339
731210610,122610
731210650,4453
731210690,21253
731210810,380701
731210830,748228
731210850,1447034
731210890,2315838
731210980,87071
731290000,491496
731300000,178199
731412000,260616
731414000,459053
731419000,275223
731420900,340980
731431000,556725
731439000,565445
731441000,356221
731442000,55179
731449000,220114
731450000,733664
731511100,146571
731511900,2447337
731512000,1080635
731519000,88962
731520000,144138
731581000,185308
731582000,111266
731589000,1007354
731590000,132143
731600000,683305
731700600,164810
731700800,287873
731811000,648038
731812100,354133
731812900,297304
731813000,94968
731814100,766584
731814910,187483
731814990,807953
731815100,2512864
731815200,227396
731815300,987096
731815410,558985
731815490,2995552
731815510,261005
731815590,246836
731815610,302701
731815690,1121298
731815700,784098
731815810,342932
731815900,5792580
731816100,942226
731816300,1599260
731816500,736171
731816910,783508
731816990,1109567
731819000,4322297
731821000,584037
731822000,2778082
731823000,1732117
731824000,697127
731829000,8690106
731940000,31926
731990100,242255
731990900,424080
732010110,157287
732010900,169260
732020200,1536699
732020810,2522617
732020850,158366
732020890,848254
732090100,114053
732090300,112988
732090900,2421492
732111100,2872565
732111900,876354
732112000,60609
732119000,436995
732181000,553181
732189000,1066600
732190000,1901891
732211000,107783
732219000,3080197
732290000,861458
732310000,246128
732391000,261551
732392000,301548
732393000,2471631
732394000,441421
732399000,1274099
732410000,1239244
732421000,39884
732429000,93174
732490000,2167748
732510000,2864818
732591000,801353
732599100,233490
732599900,5557503
732611000,400104
732619100,4498304
732619900,1788673
732620000,2248877
732690300,891498
732690400,27500267
732690500,545326
732690600,1270649
732690920,2196764
732690940,396796
732690960,914345
732690980,39322441
740100000,2353
740200000,342258
740311000,45802655
740319000,89661
740321000,29293
740322000,573664
740329000,236032
740400100,15692533
740400910,3421080
740400990,40425118
740500000,312027
740610000,1833594
740620000,94586
740710000,1204100
740721100,1133063
740721900,83873
740729000,1140618
740811000,3833
740819100,426938
740819900,916909
740821000,164544
740822000,135595
740829000,143017
740911000,1549503
740919000,252570
740921000,370092
740929000,84035
740931000,1968747
740939000,16622
740940000,2140746
740990000,21299
741011000,238906
741012000,17592
741021000,356525
741121100,275075
741121900,368113
741122000,114574
741129000,441959
741210000,924035
741220000,3013722
741300000,1336959
741510000,123483
741521000,192826
741529000,179255
741533000,354432
741539000,523582
741810100,75417
741810900,193270
741820000,430006
741910000,43857
741991000,1737330
741999100,231719
741999300,82553
741999900,3924763
750120000,130285
750210000,7531863
750220000,6177288
750300100,1128159
750300900,5230804
750400000,3482920
750511000,194281
750512000,13870520
750521000,11510
750522000,1091297
750610000,311268
750620000,2349083
750711000,218927
750712000,5359509
750720000,4607007
750890000,7506629
760110000,251151
760120200,26401729
760120800,11054587
760200110,1436658
760200190,14114412
760200900,31347665
760310000,907307
760320000,40611
760410100,2740690
760410900,202527
760421000,486950
760429100,1565298
760429900,3252525
760519000,242798
760521000,2338752
760529000,134187
760611100,67264
760611910,17387667
760611930,218691
760611990,338405
760612200,3759673
760612920,1914504
760612930,55072
760612990,11026935
760691000,40428
760692000,451666
760711110,252432
760711900,165401
760719100,260790
760719900,269098
760720100,660625
760720900,1095009
760810000,445692
760820200,57004
760820810,89057
760820890,1081267
760900000,1496102
761010000,2310389
761090100,2710396
761090900,3871043
761100000,981942
761210000,67822
761290200,2371284
761290300,748775
761290800,4902528
761300000,3230911
761410000,57484
761490000,264258
761510100,764336
761510300,393548
761510800,823331
761520000,64959
761610000,1913542
761691000,190722
761699100,2146038
761699900,8917304
780110000,11465114
780191000,1041040
780199900,16883546
780200000,7200426
780411000,229941
780419000,2568899
780600100,2407
780600800,132372
790120000,4143251
790200000,375396
790390000,1017
790400000,242686
790500000,589103
790700000,2480243
800110000,477605
800120000,252639
800300000,29715
800700100,28326
800700800,326342
810110000,158409
810194000,216459
810196000,27015
810197000,1685824
810199100,157706
810199900,122637
810294000,21320
810295000,133078
810299000,10441
810330000,99010
810390100,20430
810390900,59104
810419000,920287
810420000,662930
810430000,97532
810490000,759589
810520000,1260389
810530000,370539
810590000,1512157
810600100,416963
810600900,218716
810730000,2607
810820000,491483
810830000,1115906
810890300,10117419
810890500,3255524
810890600,2382072
810890900,12951450
810930000,2025
810990000,4511
811010000,18667
811090000,144389
811100110,16700
811100900,5267
811212000,54948
811219000,33472
811221100,141346
811221900,5391241
811229000,14201
811251000,1143
811292310,20646
811292810,235964
811292890,448319
811292910,87231
811292950,29603
811299200,22883
811299300,1333620
811299700,22285
811300200,8942
811300400,739260
811300900,7737
820110000,96669
820130000,405179
820140000,65856
820150000,78949
820160000,72508
820190000,557782
820210000,264333
820220000,1813561
820231000,139152
820239000,81284
820240000,23205
820291000,122162
820299200,169822
820299800,128778
820310000,337060
820320000,1370846
820330000,143388
820340000,353621
820411000,1146040
820412000,594345
820420000,1717639
820510000,461751
820520000,376150
820530000,872268
820540000,756266
820551000,935094
820559100,536752
820559800,4545144
820560000,93936
820570000,1496727
820590100,39141
820590900,424594
820600000,1383098
820713000,1920310
820719100,2697388
820719900,1747523
820720100,257808
820720900,931196
820730100,2319048
820730900,2006093
820740100,98706
820740300,161046
820740900,102240
820750100,524145
820750300,341904
820750500,145405
820750600,692322
820750700,127502
820750900,674559
820760100,23594
820760300,104070
820760500,21818
820760700,152978
820770100,445804
820770310,352731
820770370,86102
820770900,443175
820780110,58174
820780190,231044
820780900,63982
820790100,676807
820790300,139493
820790500,340931
820790710,377580
820790780,442270
820790910,896204
820790990,1733788
820810000,496716
820820000,104389
820830000,1259903
820840000,72055
820890000,2567399
820900200,331593
820900800,1853902
821000000,612649
821110000,174811
821191000,157073
821192000,653511
821193000,250228
821194000,930191
821210100,1011320
821210900,847506
821220000,2128643
821290000,158680
821300000,211959
821410000,78555
821420000,359520
821490000,186077
821510200,146236
821510300,170244
821510800,90086
821520100,383139
821520900,105471
821591000,537047
821599100,1288016
821599900,490751
830110000,1101748
830120000,2286239
830130000,65223
830140110,439521
830140190,976161
830140900,3464367
830150000,75489
830160000,784256
830170000,272324
830210000,2162382
830220000,1305224
830230000,5721497
830241100,2180686
830241500,706339
830241900,1946861
830242000,1710047
830249000,7504245
830250000,2011753
830260000,658295
830300400,197284
830300900,127981
830400000,654532
830510000,47895
830520000,180221
830590000,200937
830610000,112044
830621000,316847
830629000,679618
830630000,442623
830710000,45587703
830790000,497428
830810000,297713
830820000,1754665
830890000,818466
830910000,41139
830990100,2239437
830990900,8979620
831000000,1114840
831110000,740385
831120000,506987
831130000,194403
831190000,1726175
840211000,117930
840212000,981138
840219100,351147
840219900,900403
840220000,34515
840290000,1330616
840310100,1381987
840310900,6341687
840390100,146141
840390900,844841
840410000,1281445
840420000,315245
840490000,576822
840510000,4153266
840590000,1025070
840610000,37374
840681000,167197
840690100,117051
840690900,7847549
840710000,1120531
840721100,19085
840721910,11262
840721990,69914
840729000,196713
840731000,7831
840732100,5355
840732900,17580
840733200,1603
840733800,73453
840734100,20381421
840734300,732205
840734910,42511912
840734990,41929462
840790100,128033
840790500,145664
840790900,287279
840810110,12461
840810190,64901
840810270,736869
840810310,174451
840810390,696148
840810410,193605
840810490,476415
840810510,788
840810590,439069
840810690,657643
840810710,60992
840810790,191127
840810890,2553743
840810990,1273
840820100,640611
840820310,710826
840820350,2739096
840820370,1058280
840820510,6855
840820550,75161571
840820570,13529046
840820990,18982456
840890210,50771
840890270,172092
840890410,1240416
840890430,2745264
840890450,3297198
840890470,15600408
840890610,25501885
840890650,3477824
840890670,1765893
840890810,5774623
840890850,26182939
840890890,258197
840910000,5830662
840991000,31506784
840999000,65275010
841011000,263213
841090000,256241
841111000,1165351
841112100,5530314
841112300,31040311
841112800,512021140
841121000,2329356
841122200,7980115
841122800,2987562
841181000,22251833
841182200,24155044
841182600,50939026
841182800,3132457
841191000,529450442
841199000,97853546
841210000,425075
841221200,8659599
841221800,1554588
841229200,3856757
841229810,9329091
841229890,1657987
841231000,1236505
841239000,1058388
841280100,5493
841280800,640919
841290200,175739
841290400,2802451
841290800,4004840
841311000,8087935
841319000,2048155
841320000,1697147
841330200,5345102
841330800,6882062
841340000,308585
841350200,1459015
841350400,999016
841350610,5162098
841350690,1515959
841350800,1449165
841360200,1312481
841360310,1278900
841360390,3564835
841360610,251703
841360690,1188303
841360700,393560
841360800,8498637
841370210,6319080
841370290,320671
841370300,735115
841370350,316031
841370450,24604
841370510,74410
841370590,4705817
841370650,39298
841370750,319736
841370810,6152451
841370890,8252581
841381000,7138165
841382000,693014
841391000,36372768
841392000,621712
841410200,441019
841410250,1910866
841410810,65746
841410890,4290730
841420200,58122
841420800,393998
841430200,77824
841430810,2796978
841430890,362449
841440100,163405
841440900,356463
841451000,1010857
841459200,2295483
841459400,3367378
841459800,2367948
841460000,1422336
841480110,19351905
841480190,364770
841480220,696311
841480280,145096
841480510,1901423
841480590,1133874
841480730,707196
841480750,8704976
841480780,53027
841480800,5149704
841490000,23981506
841510100,661915
841510900,152003
841520000,1291582
841581000,5142132
841582000,3850008
841583000,6018945
841590000,9978540
841610100,70294
841610900,85795
841620100,188138
841620200,15379
841620800,157213
841630000,12764
841690000,2869452
841710000,231458
841720100,4298
841720900,88305
841780300,22606
841780500,3750
841780700,1010527
841790000,3460860
841810200,1389461
841810800,423608
841821100,175298
841821510,44436
841821590,171050
841821910,278125
841821990,230665
841829000,124497
841830200,146668
841830800,265714
841840200,125903
841840800,3417169
841850110,217882
841850190,1603463
841850900,1965633
841861000,429416
841869000,6822671
841891000,299949
841899100,612640
841899900,2118923
841911000,346125
841919000,1554436
841920000,1047162
841931000,508535
841939000,709697
841940000,899844
841950000,16462265
841960000,2405999
841981200,3128281
841981800,4311449
841989100,2328587
841989300,2843758
841989980,4446286
841990150,221234
841990850,7647174
842010100,1879
842010800,205218
842091100,4099
842091800,147128
842099000,269560
842111000,337751
842112000,88726
842119200,1305194
842119700,1093860
842121000,13016339
842122000,1178934
842123000,9842198
842129000,30860152
842131000,5621984
842139200,22672371
842139600,38868061
842139800,13867858
842191000,2497986
842199000,26211664
842211000,1171506
842219000,628114
842220000,553761
842230000,7442213
842240000,6450056
842290100,345061
842290900,10085137
842310100,545800
842310900,519407
842320000,212198
842330000,3080538
842381100,1038619
842381300,241163
842381500,734511
842381900,552004
842382100,60696
842382900,60855
842389000,364628
842390000,3039988
842410000,2694190
842420000,5585893
842430010,1105320
842430080,899190
842430100,543267
842430900,1014979
842481100,250979
842481300,204637
842481910,167364
842481990,380355
842489000,5106061
842490000,12868617
842511000,1265136
842519000,796089
842531000,3285497
842539000,805232
842541000,385792
842542000,1879326
842549000,1036746
842611000,2933093
842612000,275177
842619000,1228550
842620000,625373
842630000,613439
842641000,2461489
842649000,1543564
842691900,333454
842699000,763037
842710100,10389760
842710900,783082
842720110,2839021
842720190,49024617
842720900,3329444
842790000,1432890
842810200,2377353
842810800,5247332
842820200,1183302
842820800,5626212
842831000,762482
842832000,395299
842833000,4529480
842839200,4673760
842839900,3148023
842840000,19894
842860000,597208
842890710,707772
842890790,63172
842890900,15149509
842911000,987940
842919000,769687
842920000,393481
842930000,202386
842940100,1324842
842940300,329442
842940900,252569
842951100,280350
842951910,112537
842951990,29469312
842952100,37172111
842952900,3592364
842959000,29692334
843010000,29486
843031000,62261
843039000,166274
843041000,1558810
843049000,2076063
843050000,1588166
843061000,420634
843069000,554170
843110000,3107843
843120000,5879095
843131000,8879260
843139000,7102344
843141000,1507543
843142000,828595
843143000,14236900
843149200,2289300
843149800,23580046
843210000,965855
843221000,260291
843229100,693039
843229300,242943
843229900,375215
843230110,147748
843230190,322409
843230900,177117
843240900,650435
843280000,1062292
843290000,1989297
843311100,1296493
843311510,928150
843311590,11425468
843311900,204299
843319100,20175
843319510,765483
843319590,276891
843319700,189990
843320100,225637
843320500,1338975
843320900,23133
843330000,329773
843340000,1706577
843351000,3829568
843352000,46280
843353100,20235
843353900,267253
843359110,414436
843359190,284190
843359850,106604
843360000,218607
843390000,4624774
843410000,475437
843420000,620217
843490000,1984052
843510000,21332
843590000,12103
843610000,658548
843621000,340714
843629000,144718
843680100,2548624
843680900,325493
843691000,200579
843699000,1276593
843710000,8279308
843780000,782492
843790000,1008048
843810100,2113810
843810900,130256
843820000,2191740
843830000,8284
843840000,270166
843850000,1862065
843860000,208136
843880100,288328
843880910,278945
843880990,2038259
843890000,4616724
843910000,2001405
843920000,284909
843930000,215228
843991000,455164
843999000,1839161
844010100,433893
844010200,483988
844010300,547008
844010400,261327
844010900,548559
844090000,634818
844110100,2517363
844110200,479168
844110300,109675
844110700,392753
844120000,24864
844130000,793488
844180000,798637
844190100,581599
844190900,1028098
844230100,782495
844230910,183834
844230990,3354281
844240000,567814
844250200,683647
844250800,1437244
844311000,3138530
844312000,183815
844313100,2717110
844313310,16809
844313390,2065
844313900,550660
844315000,60449
844316000,2640107
844317000,910
844319200,337577
844319700,5271238
844331200,1078949
844331800,4350288
844332100,13323481
844332300,138626
844332910,331883
844332930,39242
844332990,230370
844339100,140014
844339900,1034846
844391100,1432582
844391910,586115
844391990,4149404
844399100,15221707
844399900,42185394
844400100,15283
844400900,294503
844512000,10000
844520000,370869
844540000,16790
844590000,60771
844711000,30662
844712000,196502
844720200,35614
844720800,337799
844790000,443806
844811000,43345
844819000,873694
844820000,262988
844831000,28337
844832000,122644
844833000,15457
844839000,346589
844842000,4013
844849000,103282
844851100,11352
844851900,253242
844859000,686581
844900000,56015
845011110,862117
845011900,1014299
845019000,9439
845020000,228189
845090000,316210
845110000,30863
845121000,4149032
845129000,71503
845130000,900575
845140000,88516
845150000,206047
845180100,12897
845180800,166749
845190000,1142063
845210110,86189
845210190,36140
845210900,21838
845221000,49340
845229000,53739
845230000,22483
845290000,119723
845310000,1758
845380000,20011
845390000,104918
845410000,32718
845420000,12296
845430100,4596
845430900,176189
845490000,1063980
845510000,395831
845521000,72304
845522000,248994
845530100,1292711
845530310,28668
845530390,1121100
845530900,1201706
845590000,1412505
845610000,2113324
845620000,289075
845630110,4033
845630190,236636
845630900,648085
845690200,204761
845690800,795223
845710100,7975558
845710900,5212739
845730100,276025
845811200,4192119
845811410,209136
845811490,75602
845811800,720219
845819000,369822
845891200,282726
845899000,485518
845910000,18858
845929000,934123
845931000,67916
845939000,327415
845940100,12098
845940900,126872
845959000,114366
845961100,509130
845961900,330716
845969100,549840
845969900,311553
845970000,50193
846011000,1142397
846019000,628632
846021110,437672
846021190,1178555
846021900,761782
846029100,88003
846029900,419514
846031000,416282
846039000,504148
846040100,954
846040900,210464
846090900,528324
846120000,75813
846130900,570207
846140190,29876
846140390,189034
846150110,270847
846150190,93138
846150900,346157
846190000,105652
846210100,1741745
846210900,5425800
846221100,21649414
846221800,527997
846229100,157774
846229910,205211
846229980,382318
846231000,46568
846239100,2443
846239910,101274
846239990,8306
846241900,86173
846249100,93019
846249900,20009
846291200,54738
846291800,620560
846299800,27582
846310100,4253
846310900,28481
846320000,2279
846330000,438996
846390000,885000
846410000,68883
846420110,11577
846420190,124883
846420800,969328
846490000,415121
846510100,167423
846591100,90906
846591200,170777
846591900,202383
846592000,269409
846593000,271044
846594000,72217
846595000,102953
846596000,26432
846599000,593985
846610200,753816
846610310,461205
846610380,1141677
846610800,85862
846620200,758868
846620910,278472
846620980,983651
846630000,1949401
846691200,74778
846691950,198085
846692200,108854
846692800,360596
846693300,603079
846693700,6881807
846694000,4995461
846711100,1156262
846711900,531509
846719000,670253
846721100,2054104
846721910,173123
846721990,726906
846722100,42206
846722300,1683182
846722900,1332840
846729200,1296748
846729510,399248
846729530,338871
846729590,418487
846729700,501777
846729800,68199
846729850,256393
846781000,157605
846789000,3347407
846791000,14169
846792000,901096
846799000,2233898
846810000,278135
846820000,170152
846880000,3002451
846890000,368734
846900100,2636
846900990,2124
847010000,561999
847021000,235205
847029000,132963
847030000,19721
847050000,1922761
847090000,538803
847130000,58752701
847141000,25192619
847149000,20822787
847150000,64364655
847160600,3519791
847160700,12772831
847170200,3541054
847170300,1411808
847170500,26172010
847170700,1401751
847170800,537095
847170980,16971450
847180000,39172332
847190000,15357463
847210000,135630
847230000,1496966
847290100,315760
847290300,202239
847290700,1431091
847310110,3042281
847310190,128980
847310900,1687008
847321100,617153
847321900,162032
847329100,822765
847329900,1211737
847330200,69596635
847330800,15437500
847340110,1021381
847340180,99614
847340800,1399577
847350200,532537
847350800,2502999
847410000,28947361
847420000,19414691
847431000,475818
847439000,134870
847480100,1471348
847480900,1494439
847490100,2899378
847490900,9466222
847510000,1940331
847521000,718482
847529000,568057
847590000,2874484
847621000,529975
847629000,97379
847681000,124951
847689000,1047624
847690000,1354404
847710000,1654480
847720000,2416093
847730000,184490
847740000,441896
847751000,370948
847759100,415694
847759800,70362
847780110,566253
847780190,44484
847780910,304796
847780930,4274026
847780950,2515698
847780990,1375168
847790100,1306372
847790800,4265741
847810000,3781632
847890000,3448058
847910000,2572736
847920000,2548381
847930100,62263
847930900,794575
847950000,5131574
847960000,179136
847971000,13140
847979000,1352411
847981000,890026
847982000,7883723
847989300,1247304
847989600,52888
847989970,68563346
847990200,1588894
847990800,20323326
848010000,10361
848020000,21048
848030900,816580
848041000,14119
848049000,272839
848050000,43653
848060000,1020621
848071000,2927702
848079000,1503947
848110050,4150076
848110190,9863345
848110990,3246459
848120100,13842232
848120900,6283947
848130910,6378123
848130990,2346621
848140100,6045612
848140900,7506326
848180110,3699591
848180190,1996550
848180310,518777
848180390,335892
848180400,575995
848180510,1500757
848180590,11136425
848180610,737872
848180630,5283662
848180690,4405024
848180710,77285
848180730,3078588
848180790,2387584
848180810,13586235
848180850,4124325
848180870,3959661
848180990,32910125
848190000,33252956
848210100,3092897
848210900,12021607
848220000,1918053
848230000,6731722
848240000,605357
848250000,2881479
848280000,689264
848291100,72635
848291900,2202249
848299000,2072044
848310210,3256130
848310250,287709
848310290,4074444
848310500,7181687
848310950,2600254
848320000,3009751
848330320,702794
848330380,2111829
848330800,9633447
848340210,1147212
848340230,142309
848340250,27640
848340290,1071695
848340300,244635
848340510,5624553
848340590,291095
848340900,2283232
848350200,384525
848350800,4468250
848360200,2642848
848360800,2728172
848390200,1151933
848390810,2022543
848390890,3574865
848410000,7034016
848420000,12738621
848490000,4579407
848610000,1797935
848620100,1364366
848620900,31253776
848630100,25002
848630900,1101
848640000,172530
848690100,515567
848690200,117068
848690400,76877
848690900,6446975
848710100,612568
848710900,126446
848790400,1324927
848790510,710828
848790590,858912
848790900,6495079
850110100,1134226
850110910,636138
850110930,741903
850110990,1924112
850120000,1248616
850131000,3939085
850132000,5185619
850133000,2070539
850134000,104943
850140200,744350
850140800,156095
850151000,1689465
850152200,4860495
850152300,711973
850152900,196577
850153500,917372
850153810,343452
850153940,124463
850153990,1906045
850161200,796372
850161800,3164929
850162000,7706832
850163000,1366208
850164000,17021537
850211200,1091009
850211800,6831502
850212000,13969106
850213200,10546914
850213400,26544561
850213800,12683623
850220200,36905
850220400,263728
850220600,28712
850220800,640461
850231000,594619
850239200,300681
850239800,3354154
850240000,294269
850300100,971290
850300910,1148019
850300990,13246145
850410200,1319786
850410800,1106650
850421000,483214
850422100,355303
850422900,9423
850423000,7056
850431210,813907
850431290,1229630
850431800,1745946
850432000,543377
850433000,650599
850434000,1010417
850440300,7504286
850440550,5355389
850440820,5481244
850440840,9805722
850440880,6572753
850440900,18501369
850450200,3504283
850450950,2009040
850490050,226462
850490110,316892
850490180,1377385
850490910,119866
850490990,4205430
850511000,1535408
850519100,1066804
850519900,785678
850520000,1179624
850590200,2847460
850590500,47998
850590900,2611456
850610110,3696869
850610180,191055
850610910,200058
850610980,34129
850630000,38525
850640000,36809
850650100,1003166
850650300,153443
850650900,1299265
850660000,3964108
850680050,121278
850680800,560022
850690000,276742
850710200,2990603
850710800,913732
850720200,1359492
850720800,9359353
850730200,649952
850730800,287832
850750000,1080492
850760000,6191286
850780000,1998297
850790300,3915896
850790800,1595960
850811000,4648266
850819000,343011
850860000,814047
850870000,1140652
850940000,1966280
850980000,3877691
850990000,681117
851010000,1171163
851020000,684328
851030000,738569
851090000,152457
851110000,1528416
851120000,23048
851130000,1831891
851140000,8505501
851150000,4239716
851180000,1421071
851190000,4808482
851210000,496455
851220000,11406375
851230100,113024
851230900,454148
851240000,2062853
851290100,110562
851290900,2925420
851310000,2694913
851390000,124081
851410100,18017
851410800,1310944
851420100,1279699
851420800,3012977
851430000,155107
851440000,567594
851490000,2361849
851511000,300886
851519000,477073
851521000,551510
851529000,81432
851531000,406826
851539130,112209
851539180,70504
851539900,51290
851580100,689117
851580900,1027887
851590000,3555563
851610110,1557264
851610800,1585203
851621000,98595
851629100,766645
851629500,398874
851629910,1082363
851629990,615091
851631000,1499391
851632000,3666436
851633000,118209
851640000,840036
851650000,5067915
851660100,1634356
851660500,452533
851660700,510999
851660800,905587
851660900,695568
851671000,2368156
851672000,559004
851679200,463097
851679700,1478391
851680200,842198
851680800,2960083
851690000,1260035
851711000,1553231
851712000,126855157
851718000,14127976
851761000,4951894
851762000,209744122
851769100,759705
851769200,170249
851769310,427514
851769390,969216
851769900,8782899
851770110,2724328
851770150,146452
851770190,471559
851770900,24337622
851810300,1669199
851810950,2008172
851821000,4719308
851822000,8647477
851829300,342492
851829950,1644797
851830200,1238704
851830950,22056662
851840300,749663
851840800,3801569
851850000,1867809
851890000,1817917
851920100,16795
851920910,128704
851920990,87719
851930000,1319523
851950000,2000
851981110,20917
851981210,137781
851981250,52699
851981310,14947
851981350,1052298
851981450,367096
851981510,5776
851981610,5312
851981650,17915
851981750,16105
851981950,1556225
851989110,1449977
851989190,1005567
851989900,1063219
852110200,214259
852110950,211294
852190000,5727613
852210000,217303
852290300,40909
852290410,15950
852290490,143442
852290700,29720
852290800,958378
852321000,1954135
852329150,9187132
852329310,315433
852329330,523078
852329390,107163
852329900,405246
852341100,1314774
852341300,291808
852341900,766506
852349250,1872521
852349310,1575092
852349390,7828339
852349450,10782435
852349510,9194316
852349590,12269290
852349910,172642
852349930,1320542
852349990,1352810
852351100,34158267
852351910,391454
852351930,6796825
852351990,962442
852352100,338328
852352900,13100557
852359100,59420
852359910,201183
852359930,166931
852359990,36352
852380100,801552
852380910,199319
852380930,1404921
852380990,10516162
852550000,6280519
852560000,11681527
852580110,432843
852580190,24911175
852580300,11344496
852580910,3962362
852580990,3435626
852691200,32799521
852691800,10729907
